node_id,true_best,tb_fam,top1_business_id,top1_label,hit1,hit3
05e9919d8580a8431c820b8a7500c230,10000123,10000123,10000244,B站专线-盒子V2 10000244,0,0
05f56da414b3d888df1b176e5111b658,10000123,10000123,10000244,B站专线-盒子V2 10000244,0,0
061823c0a10e5dd352cc41250fc07196,10000292,FQCDNV,10000292,七牛CDN-虚拟业务10000292 10000292,1,1
0618861634557a1df54bfccfc18bcf1a,10000064,10000064,10000244,B站专线-盒子V2 10000244,0,0
061e65f042d0c138cfb0d930d3cdd81d,10000292,FQCDNV,10000244,B站专线-盒子V2 10000244,0,1
0624e7e42eccc185048f97fa6f803981,10000079,10000079,10000244,B站专线-盒子V2 10000244,0,1
063211125ef987cd0e3b3a130df5f99f,10000244,10000244,10000244,B站专线-盒子V2 10000244,1,1
06354ad2bae5db954f720f384ade50c7,10000292,FQCDNV,10000304,快手严选 10000304,0,0
06356ce0a8d8cbbfba381b5dd216b6dd,10000292,FQCDNV,10000244,B站专线-盒子V2 10000244,0,1
0649936dcd1b86fd5c98408fd8d146e4,10000064,10000064,10000292,七牛CDN-虚拟业务10000292 10000292,0,1
06574f7f81a646d1ade68298ed6ac1e0,10000069,10000069,10000292,七牛CDN-虚拟业务10000292 10000292,0,0
06c62d3ca701b9fd5ee1194efcd073b1,10000292,FQCDNV,10000244,B站专线-盒子V2 10000244,0,1
06d6d4d13871a57203d1d85de188a154,10000064,10000064,10000069,腾讯汇聚P2P 10000069,0,0
