nodeid,bw_rated,corenum,memtotal,totaldisksize,hdddisksize,ssddisksize,systemdisksize,hardwaretype,os,arch
ant277e3ecf920e538ff91334cd761e6,71.05,4,2055160,57370025656,0,0,57370025656,,android,armeabi-v7a
ant29e575775280830bc8bb0d505e3d5,402.7,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant28ef66bd6f8a43230b7c527aad66e,188.86,4,1015940,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2fe2f3e6ccfc73babbaec506af371,9.69,4,4063504,4724464025,0,0,4724464025,,android,armeabi-v7a
ant25295717f70f13627b61c8582df9e,19.23,4,2055156,118111600640,0,0,118111600640,,android,armeabi-v7a
ant2e6cc4d46c14a356899aca8ec9102,6.45,4,2052184,4423816314,0,0,4423816314,,android,armeabi-v7a
ant2c28eb4dd848a3f71b1ed91e026f1,83.18,8,5809536,120463095234,3897682821,0,116565412413,,android,armeabi-v7a
ant2281664807e43379b8fc4d15c1379,74.26,4,1048576,5411658792,0,0,5411658792,,android,armeabi-v7a
ant2d0c12bb2abca3d0ea941c7a91aad,123.82,4,2052184,4327179550,0,0,4327179550,,android,armeabi-v7a
ant2071fe3dfb62f32ec88822fbc21c9,42.13,4,4063504,4724464025,0,0,4724464025,,android,armeabi-v7a
ant2ba0439268145363e809bff1510f2,124.24,4,2026864,3639984783,0,0,3639984783,,android,armeabi-v7a
6fc20705ffee4abb538cbc95a0635f73,7000.0,84,329392360,15607911153664,0,15393162788864,214748364800,,linux,x86_64
ant274804801b2633bc6884e72bca9ca,373.08,4,1015940,5476083302,0,0,5476083302,,android,armeabi-v7a
ant242c9c264c014330ebd82256068a3,21.14,4,2027232,3758096384,0,0,3758096384,,android,armeabi-v7a
ant2686b5bb86f5a3257a98ccbf56b0a,127.11,4,2053208,3242700308,0,0,3242700308,,android,armeabi-v7a
5e9b07632676eb409c457a38378d2be0,3200.0,48,65347468,8396553689494,0,7916483719984,480069969510,,linux,x86_64
ant2dbca762426cf3f1bb39e33639576,29.56,4,8388608,4885525299,0,0,4885525299,,android,armeabi-v7a
ant2d9d890d6524e3db4adb1f9b317e0,96.07,4,2052184,4219805368,0,0,4219805368,,android,armeabi-v7a
ant2c924fc222f3733278059ad9513fe,81.18,6,3956940,55190329753,0,0,55190329753,,android,armeabi-v7a
ant2e9ddd219810c345cbd4bbd570c55,99.93,4,3894908,55845312266,0,0,55845312266,,android,armeabi-v7a
ant2cbdb07b92fc438968468f88faf06,76.97,4,2868504,53418655744,0,0,53418655744,,android,armeabi-v7a
ant234c6134075d13caebe1651e5c9ee,73.21,4,2020648,57713623040,0,0,57713623040,,android,armeabi-v7a
ant29bd827ee49ba3a7bbd1b3cbcd241,106.9,5,3933552,54009213747,0,0,54009213747,,android,armeabi-v7a
ant2511b9d71af943c37bd10174cb258,55.83,4,1048576,4885525299,0,0,4885525299,,android,armeabi-v7a
ant2386bad5c76dd3c8798740c212fef,83.51,4,2053232,4166118277,0,0,4166118277,,android,armeabi-v7a
ant213653f678d123abb949be73afa55,73.77,4,2042784,26768383672,0,0,26768383672,,android,armeabi-v7a
ant2790de35911ba345fb65f4cccb883,489.83,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ante397106d39b7602dcccb16a875217,307.4,2,1787476,42949672960,0,0,42949672960,,linux,x86_64
ant28e9ad64328763484ab6b66ef9d73,77.47,4,1313620,3564822855,0,0,3564822855,,android,armeabi-v7a
ant223546ac78dc639e3ad19a4595546,53.82,4,2045948,25458418647,0,0,25458418647,,android,armeabi-v7a
ant2386c5f38b28330208ae79a4f6655,83.86,4,2097152,5540507811,0,0,5540507811,,android,armeabi-v7a
ant90770a28df9a1d298c322d15d46bd,372.63,6,3759088,247926987161,0,240088671846,7838315315,,linux,aarch64
ant26d2cb2d2d10d376facc874a76c67,68.61,4,4003384,121440200294,0,0,121440200294,,android,armeabi-v7a
anta595ad9065e65ec920c5a009da20c,52.03,6,11547860,876173328384,858993459200,0,17179869184,,linux,x86_64
ant0e2b73e68d0d6cf8c15cebc5863f2,104.6,4,1909808,7838315315,0,0,7838315315,,linux,aarch64
ant27d4388e5d1f13f588bf13e46e030,63.98,4,2055148,117542517473,0,0,117542517473,,android,armeabi-v7a
ant268cdec0aec5730218d2b378a68d4,8.94,4,2019608,27605902295,0,0,27605902295,,android,armeabi-v7a
ant7ce5c632846f8fe0fa905483f225f,2.28,4,8126792,274877906944,0,0,274877906944,,linux,x86_64
ant28f77cc4a93d33581ae40ba861c0c,61.42,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ant2a579aa70f1573b8db12833551ef1,21.33,4,2020652,11510512353,0,0,11510512353,,android,armeabi-v7a
ant24f9a40937ed53e6bbaf4800dfe29,84.69,4,2052184,27605902295,0,0,27605902295,,android,armeabi-v7a
315966736fd82b89be6aa66d449a3a41,250.0,4,8141844,300647710720,0,214748364800,85899345920,,linux,x86_64
ant2e6271a519b193b0383fff1fcc80d,424.34,4,1015940,5637144576,0,0,5637144576,,android,armeabi-v7a
antaa04d1fb277602b9798a1ebf57d24,500.0,16,25387660,1373101044531,0,1319413953331,53687091200,,linux,x86_64
ant250e137fe5e913019bc9eff0db57a,31.17,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant23c65dc44ec8d3c8684b961218519,9.04,4,2045948,25458418647,0,0,25458418647,,android,armeabi-v7a
30f47ed8c9d0c1658703f9e49696b629,1000.0,24,32790768,2099165265919,0,1979120929996,120044335923,,linux,x86_64
26717f342097900f17e53af1e85ce754,360.0,36,16285152,1232333491404,0,992244819558,240088671846,,linux,x86_64
ant284114c4c71053dea8ce6858c69a1,64.05,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant23644b8280b3f39fc9424f31a72ec,90.92,4,2055168,118272661913,0,0,118272661913,,android,armeabi-v7a
ant8636f997aa30022e763cbb63c5a83,958.98,4,1909808,125090922496,0,0,125090922496,,linux,
ant2523720dec4a43b30aa9c87cc1c1c,81.74,4,4003380,121418725457,0,0,121418725457,,android,armeabi-v7a
ant2c251b8a7d648393db9f27d62a637,37.37,4,2055168,64467459112,60483876945,0,3983582167,,android,armeabi-v7a
ant2538318bc6e653504b3a8421d51e5,13.72,4,8388608,4724464025,0,0,4724464025,,android,armeabi-v7a
1c2d0a2294b8dc3fff83748fcf9ed425,6000.0,64,65598076,34654802621231,28477351159397,5937362789988,240088671846,,linux,x86_64
ant2d8ca0358041a364a9ad611ce400a,210.01,4,1048576,5433133629,0,0,5433133629,,android,armeabi-v7a
ant22a621463f5ef32b8ad6aa35217a5,83.51,4,2854984,55866787102,0,0,55866787102,,android,armeabi-v7a
ant2c82f41861261398ea43c6725417c,92.79,4,1048576,5057323991,0,0,5057323991,,android,armeabi-v7a
ant2e69f89011c7933d0aafa0577a8dc,47.81,4,1938768,27391153930,0,0,27391153930,,android,armeabi-v7a
ant256bfeab80f823a57b011e2961291,88.85,4,2052184,58046483005,0,0,58046483005,,android,armeabi-v7a
ant27ab39c30ff463bbfb703b7ee4809,73.11,4,2052184,27605902295,0,0,27605902295,,android,armeabi-v7a
ant2bf1fa736036532b4b4c132de0ed8,123.84,4,1016024,6249177415,0,0,6249177415,,android,armeabi-v7a
ant2717ccae1b29d369bb3eab2bc50e2,93.77,4,2053980,118648471552,0,0,118648471552,,android,armeabi-v7a
ant2a10c0e49cdd73c16a10f82105382,22.84,2,1026488,9577777070,4788888535,0,4788888535,,android,armeabi-v7a
ant258d2d7bf6f603756988151590535,216.8,4,1048576,5282809774,0,0,5282809774,,android,armeabi-v7a
ant2fc01a25d50b337c1903142a58626,330.27,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
cf8918305918f8d3c19529db2f0bda6c,1500.0,44,65492568,4104378122240,0,3848290697216,256087425024,,linux,x86_64
antca05d52d1064eb341937d10261caf,887.02,4,1909808,125090922496,0,0,125090922496,,linux,
ant23288053fceab36f39219411a2e8e,72.83,8,3678752,24728274206,0,0,24728274206,,android,armeabi-v7a
ant202bcd76470cc3235a6c7d8e56883,92.01,4,2097152,4960687226,0,0,4960687226,,android,armeabi-v7a
ant244db74acc1b430aa9e632d9589da,75.55,8,8121420,117284819435,0,0,117284819435,,android,armeabi-v7a
ant20c24415cde8f3e98b5c84a415422,95.07,4,2019608,58089432678,0,0,58089432678,,android,armeabi-v7a
ant246844c61515e3c02acc78b9f9380,220.07,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
6e562b7a1eafcaeaceb08558b7127bff,5000.0,48,65342732,8396553689494,0,7916483719984,480069969510,,linux,x86_64
ant20502c5f452ac30c583608bc741c9,173.14,4,3832448,53418655744,0,0,53418655744,,android,armeabi-v7a
ant3f67bc56ba0c946eca0dce6a58753,357.84,4,1909808,7838315315,0,0,7838315315,,linux,aarch64
ant27e9f48e4879f3713a5d4056a96d5,77.13,4,1492180,10791105331,0,0,10791105331,,android,armeabi-v7a
04f8b1e18279c7de2e55230979375e3a,500.0,8,16386568,858993459200,0,0,858993459200,,linux,x86_64
anta1021e7fd3e00d9ef737d40164052,300.0,4,4002784,125090922496,0,0,125090922496,,linux,
ant2149fef6f3d2b37449ea9a05eaf78,77.15,4,3658608,55415815536,0,0,55415815536,,android,armeabi-v7a
ant31cf2de2ef6ca0edac2a2de7432e9,200.0,4,7835644,256087425024,0,0,256087425024,,linux,
ant2bcf483bfaca432dcbf4d5ab24ad2,99.52,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ant2b67fc2f9ec7339b1abe52824aeb0,478.24,4,8388608,5637144576,0,0,5637144576,,android,armeabi-v7a
2fbf25a5d3b6aebc6f5db6cf68fd1d48,1400.0,32,25383980,1668165297766,0,1539316278886,128849018880,,linux,x86_64
ant2b078d2acf7943ea1b2d32bcd6688,83.9,4,3732172,53493817671,0,0,53493817671,,android,armeabi-v7a
antefa0b03a3704bce740fc7b45e033e,730.24,4,1909808,7838315315,0,0,7838315315,,linux,
ant2d3c42219d2a731f1a30dc3b2dfee,286.03,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2e4886137ade537f8b158cd92549a,213.56,4,1771600,24545738096,0,0,24545738096,,android,armeabi-v7a
ant21e560f6c43e630dab92a2160b7d2,98.52,4,8388608,4724464025,0,0,4724464025,,android,armeabi-v7a
ant22ad35c313bdb3bfba3fbd9df429a,84.57,4,2054260,15569256448,0,0,15569256448,,android,armeabi-v7a
ant248ac5b6ef94b3e7fa412be93b803,79.69,4,2027232,3854733148,0,0,3854733148,,android,armeabi-v7a
ant2ebfdafb7aebf3067bc26abf89604,65.82,4,2055192,3618509946,0,0,3618509946,,android,armeabi-v7a
422c48845f6f2b0b54c323513ca30d1d,4800.0,64,65442708,4120806372147,0,4000762036224,120044335923,,linux,x86_64
ant24a52948d321f3314afb5e0014079,12.46,4,8127008,4885525299,0,0,4885525299,,android,armeabi-v7a
ant225295831a3203195a3865aeaa33a,19.55,4,2055160,119099443117,61729417461,0,57370025656,,android,armeabi-v7a
ant2bb5e55e6a50d3b049e18b83fc41e,100.37,4,2052184,27605902295,0,0,27605902295,,android,armeabi-v7a
ant24fd7210fc31a33748bc45313cb01,91.24,4,2055168,65755949301,61772367134,0,3983582167,,android,armeabi-v7a
ant27c89d808335d348a89b873c54175,24.81,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ant2a2b48e826cd43e4a9cc96a9080d6,71.3,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant2e12232db06a43103a84c0869a0d9,14.21,4,1048576,4724464025,0,0,4724464025,,android,armeabi-v7a
ant5cede7a6aeb19d19252bb58c28584,109.08,4,4002784,125090922496,0,0,125090922496,,linux,aarch64
ant25b33107c1b5633f0afee7d084b9a,67.3,4,2097152,12734578032,0,0,12734578032,,android,armeabi-v7a
ant29622a98671593754a809c556ba2a,81.05,4,1827660,26585847562,0,0,26585847562,,android,armeabi-v7a
ant67e7ccef7b1871d8a4a12134c5d9b,94.5,4,4002784,125198296678,0,0,125198296678,,linux,aarch64
ant28fb38883de4230639ea1c269053f,12.66,4,2055160,57370025656,0,0,57370025656,,android,armeabi-v7a
ant2ad5f281c97cf37b899caf4834bf2,6.12,4,2055168,119690001121,0,0,119690001121,,android,armeabi-v7a
5fbcbb14c1c44ae2a6e6ea94b824ecc1,1200.0,24,32803024,2219209601842,0,1979120929996,240088671846,,linux,x86_64
ant96d9de1af95b7637f88b3fd7e067d,132.9,4,1909808,125090922496,0,0,125090922496,,linux,
ant240992b99681b358cbff18f896d9e,90.64,4,3611876,10930691768,0,0,10930691768,,android,armeabi-v7a
ant4f94a2797eefe3640077bd5067c2c,73.88,4,1909808,7838315315,0,0,7838315315,,linux,
ant2e74e041795203957b7ae351c104b,10.23,4,4063504,5604932321,0,0,5604932321,,android,armeabi-v7a
ant2e713ab8719f83596a70898e1fb81,110.65,4,1003728,4745938862,0,0,4745938862,,android,armeabi-v7a
ant2d3b2a67ca4243bea8840d522e629,229.6,4,8388608,5637144576,0,0,5637144576,,android,armeabi-v7a
ant27b90fd9b53fb300aa6a6517b9f54,85.79,4,2060816,3704409292,0,0,3704409292,,android,armeabi-v7a
ant27919c0b584fe3fdaaabab5b51c83,44.1,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant21a4db2af972739118e3d0e794169,79.09,4,3844876,54223962110,2491081030,0,51732881080,,android,armeabi-v7a
ant2fcb122b53c593ea9ae6a25228750,198.71,4,2868504,53418655744,0,0,53418655744,,android,armeabi-v7a
ant2ab419774c89b3f04b28c08ca5e1b,271.89,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ant2c60facacf263353f947eed72d579,11.88,4,1048576,4724464025,0,0,4724464025,,android,armeabi-v7a
ant235b927bcb4d13ce88cec40855a88,88.61,4,2053944,12305081303,0,0,12305081303,,android,armeabi-v7a
ant23d1ebd9ba03632539cb7d644fb18,14.45,4,969060,4885525299,0,0,4885525299,,android,armeabi-v7a
ant2a75c2df6df4c3d0488c374f72a8d,8.96,4,2055160,57359288238,0,0,57359288238,,android,armeabi-v7a
antfbe237d8cb03c2a6e7b2ca604b5f0,208.13,4,1909808,125090922496,0,0,125090922496,,linux,
268fba4148e136b26c9c97c1c68aa4cd,2160.0,48,65523808,6395206303742,0,6267216278322,127990025420,,linux,x86_64
ant21a78349704fd39efa0e22a921fce,73.1,4,2055168,4391604060,0,0,4391604060,,android,armeabi-v7a
ant20da7c971a85039e9a7e6617a6aa0,91.5,4,1048576,5282809774,0,0,5282809774,,android,armeabi-v7a
ant2e99a8d0db1f6039e72db9d35ac9e,350.0,4,7835644,256087425024,0,0,256087425024,,linux,x86_64
060fbaf151fda5050dd997b3bce50311,280.0,20,25373576,1067621495603,0,960247313203,107374182400,,linux,x86_64
a7484f7c0b1ddc0f867cc8c3253e6663,7000.0,84,329392360,15607911153664,0,15393162788864,214748364800,,linux,x86_64
ant2ab492b5622633e2da7f024739462,82.48,4,1048576,300647710,0,0,300647710,,android,armeabi-v7a
ant627c7dcb55e6c32501b06cfd90cd4,88.97,4,1844284,7516192768,0,0,7516192768,,linux,
ant94b78fcbbd399d7788c57e3511141,56.29,4,1844284,125090922496,0,0,125090922496,,linux,aarch64
ant2a68506337df039efa4f0987f8232,94.17,4,2020652,11510512353,0,0,11510512353,,android,armeabi-v7a
ant28bda57bdfa133bf0bd25be70ee5a,74.69,4,2019608,58046483005,0,0,58046483005,,android,armeabi-v7a
ant2619626fca99c35598f48730fcf2a,79.18,4,3832724,53418655744,0,0,53418655744,,android,armeabi-v7a
8ba02abc78f18c453b81512c164a923d,200.0,16,30535588,1314259992576,0,1099511627776,214748364800,,linux,x86_64
ant22e20b46fe8083569af7c5af83a3c,98.22,4,2019608,58057220423,0,0,58057220423,,android,armeabi-v7a
ant26d67e7ed05993cb5b0397e0cc62d,93.91,4,1048576,5132485918,0,0,5132485918,,android,armeabi-v7a
ant20b8d4e085de337cca5737aedecf1,85.02,4,3928064,10909216931,0,0,10909216931,,android,armeabi-v7a
ant2edcde8f4be8935e8938a4308e674,93.65,4,3704496,54621246586,0,0,54621246586,,android,armeabi-v7a
antd69920a871dbcda9a10c7beee5357,37.01,4,1909808,125090922496,0,0,125090922496,,linux,
ant26b6fc7ad21c3388db2a5b7c8f48c,107.18,4,1048576,5411658792,0,0,5411658792,,android,armeabi-v7a
ant288bf7eca08733f83afd035b891ee,68.84,4,1621396,8761733283,0,0,8761733283,,android,armeabi-v7a
anta464569152c5f435c5c936a932650,322.22,4,7835644,512174850048,0,0,512174850048,,linux,x86_64
ant2028c0b284b503f40b20c793f0e2e,77.37,4,925816,6066641305,0,0,6066641305,,android,armeabi-v7a
ant2d2f9bc1b1b313b78ae7db46f8e18,66.32,5,1941948,23847805911,0,0,23847805911,,android,armeabi-v7a
ant2ffca7a69390330ee8cdc881e5db4,54.46,4,1015940,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2d96d1e4e38c930e194685972a797,34.15,4,969048,4724464025,0,0,4724464025,,android,armeabi-v7a
ant2ac3e1d17f884355b84b2c38db083,96.79,4,8388608,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2b24cfe39d182325fa736447532c3,99.15,4,2020648,11735998136,0,0,11735998136,,android,armeabi-v7a
ant2b790cf0bf89b39809135c820bccd,98.07,4,2020648,3983582167,0,0,3983582167,,android,armeabi-v7a
ant22718b9ecc3f83b99928ffed4ce52,82.33,4,2055168,119668526284,0,0,119668526284,,android,armeabi-v7a
ant2115feffab38b349a9b171c3a2607,14.06,4,2019608,58035745587,0,0,58035745587,,android,armeabi-v7a
6e1d745946d628a37df6dc8b209a9490,220.0,4,8140840,536870912000,0,429496729600,107374182400,,linux,x86_64
ant2c38876aee024341d87c85e611ede,106.87,4,2093056,3414499000,0,0,3414499000,,android,armeabi-v7a
ant2cfc26762361735239f3dd4948e80,10.6,4,2054220,27358941675,0,0,27358941675,,android,armeabi-v7a
ant2bc4689ae28af3ba09fbaf42e082f,105.28,4,1919108,12305081303,0,0,12305081303,,android,armeabi-v7a
ant2b4662b4e987d37f8b5a4fd517f07,40.76,4,1003296,2233382993,0,0,2233382993,,android,armeabi-v7a
ant2011fe623cbd1351998d55d6609e5,6.76,4,2097152,4133906022,0,0,4133906022,,android,
ant2b730cded16283e6ab4b10175b4a9,55.5,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant26f2e08c7278331c0a0a0a4f45224,98.64,4,8388608,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2792de4eeaec73b1a8dd3f94d404e,84.9,4,2055168,11027328532,0,0,11027328532,,android,armeabi-v7a
ant2f40732036a1f3391a22a93470dd8,46.15,4,1048576,5476083302,0,0,5476083302,,android,armeabi-v7a
ant2b09b2c4469483598ba0ad77b8097,94.92,4,2019608,27605902295,0,0,27605902295,,android,armeabi-v7a
ant2163eb148970a3893ae635f6b6296,15.05,4,2020648,3983582167,0,0,3983582167,,android,armeabi-v7a
ant21c2579a4c3b3340e81587eeff398,10.3,4,4003212,55168854917,0,0,55168854917,,android,armeabi-v7a
ant29aa5466645283e2cb98f3bf559e8,86.17,4,2053232,4166118277,0,0,4166118277,,android,armeabi-v7a
ant2ec42810406c13fc8bbd2ef7b207a,13.81,4,2054220,118487410278,0,0,118487410278,,android,armeabi-v7a
ant7c047b6e8a073547587585d370b70,17.01,6,1982068,125090922496,0,0,125090922496,,linux,aarch64
ant2f31bb7e7cc463204bd7f41e80eff,113.75,4,3616856,56414395432,0,0,56414395432,,android,armeabi-v7a
anta55ef05b50a0b1baa7ca0c5d5ee56,572.15,10,10061884,858993459200,0,0,858993459200,,linux,x86_64
ant20cef6164d8963859b61583a0e768,146.15,4,1936408,9921374453,0,0,9921374453,,android,armeabi-v7a
ant2a76be49a6df1307ab04b303435a3,78.13,4,2034576,23579370455,0,0,23579370455,,android,armeabi-v7a
ant24bbb62ae57dc399580fb47465084,7.41,4,2053196,27358941675,0,0,27358941675,,android,armeabi-v7a
ant3e28c15fd2f784399bc193f82781f,300.0,4,4002784,125090922496,0,0,125090922496,,linux,aarch64
ant209a82091504b348cbf0487f9ce3b,173.43,4,3859820,54739358187,0,0,54739358187,,android,armeabi-v7a
ant2d4fbadfc6d673896b2e421ec3c72,41.53,4,2020648,57702885621,0,0,57702885621,,android,armeabi-v7a
ant269932a7ff4be3ce184d364e8fb79,114.0,4,1484060,34230889348,8042326261,0,26188563087,,android,armeabi-v7a
ant2cdd5724606fb3953a0aa5706d473,98.99,4,2038268,116758685941,0,0,116758685941,,android,armeabi-v7a
ant255c9ef649deb3b139c4595540e8b,85.89,4,3860176,57788784967,0,0,57788784967,,android,armeabi-v7a
ant2a6911380fa7235579db9ac6fd514,161.98,4,2056184,12670153523,0,0,12670153523,,android,armeabi-v7a
ant2b1be356cd4d6317688c1e0aaa484,218.02,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
eecd8e3761f5afeb85b5f81b010c70e8,1000.0,28,15946332,1144286661836,0,1024242325913,120044335923,,linux,x86_64
ant2ead50c4b66be38fdb9650b7e51cb,28.05,4,2055156,3704409292,0,0,3704409292,,android,armeabi-v7a
ant2483399657e3e31ecad8bfde33343,19.56,4,2054260,12884901888,0,0,12884901888,,android,armeabi-v7a
ant20f9514143b383b0b9a19d71651b6,21.56,4,4003316,121440200294,0,0,121440200294,,android,armeabi-v7a
ant269fb7a397dbb383588ca6d6f0430,32.16,4,2055176,3178275799,0,0,3178275799,,android,armeabi-v7a
ant255508c73ea033e698298a60d9e6a,42.83,4,1015960,6249177415,0,0,6249177415,,android,armeabi-v7a
ant2cd9f29ce398037f997221e9a9c5a,76.46,4,2097152,3468186091,0,0,3468186091,,android,armeabi-v7a
ant2a47cf50617dd39e88c861fe0e9e5,55.36,4,0,1728724336,0,0,1728724336,,android,armeabi-v7a
ant2dbcba94feadd35eab8ab75bddc60,368.29,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ant2a653517365e33a04b2e280c388ec,2.74,4,2020648,57702885621,0,0,57702885621,,android,armeabi-v7a
ant221e744d7d10a3dbf94032f458dd8,72.97,4,4063504,4724464025,0,0,4724464025,,android,armeabi-v7a
ant2d5271faa70d73ebea3aadbb1c63a,112.88,4,3860504,57788784967,0,0,57788784967,,android,armeabi-v7a
ant2bec87b42afdd3235b7df938dae7f,11.47,4,1048576,4885525299,0,0,4885525299,,android,armeabi-v7a
ant3751e8fa2a76e4f13e70b42537bdb,103.54,4,1909808,7838315315,0,0,7838315315,,linux,aarch64
ant205ff1ab4f84f3ee4853328719599,17.08,4,1016016,6249177415,0,0,6249177415,,android,armeabi-v7a
ant2d4969d3929343950aaeedc083ccd,14.36,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ant210e68da0d3543049b8a52797611b,148.25,4,1005196,2673617141,515396075,0,2158221066,,android,armeabi-v7a
ant2f5cff3986f7834ddba8bb885a146,100.27,4,2053196,4166118277,0,0,4166118277,,android,armeabi-v7a
ant2fef04067cc7d3148a78f4f1a0b7e,48.08,4,3832724,53418655744,0,0,53418655744,,android,armeabi-v7a
9a24d458364f169008325f023db9a6d6,300.0,24,19192712,2236818967756,0,1979120929996,257698037760,,linux,x86_64
ant21dbc2379ba843cb98fb7f76888cd,23.81,4,1724724,10350871183,0,0,10350871183,,android,armeabi-v7a
ant25c89744561b936bc8c19fecc4df5,94.67,4,2056184,12670153523,0,0,12670153523,,android,armeabi-v7a
ant266de7780a6493087aa184245df53,61.18,4,1484060,56833154744,0,0,56833154744,,android,armeabi-v7a
ant222d3a2f21aaf30ff99d30df38e68,69.15,4,2052184,4048006676,0,0,4048006676,,android,armeabi-v7a
ant25292b20f54e2333ea38b483cee76,324.78,4,1005060,4713726607,0,0,4713726607,,android,armeabi-v7a
ant28007e13004203d76bf1cae5751ca,100.61,4,1015940,5637144576,0,0,5637144576,,android,armeabi-v7a
ant28911924be6d93bcb9bc0b67da522,53.22,4,2058012,27358941675,0,0,27358941675,,android,armeabi-v7a
ant29e1672b36e023073a94bc6f166e5,84.93,4,2055160,57370025656,0,0,57370025656,,android,armeabi-v7a
ant253945433d29130878b07eb58edf8,70.83,4,1048576,5411658792,0,0,5411658792,,android,armeabi-v7a
ant29cfc7516afca351f968e0c7f5180,68.33,4,2089984,3865470566,0,0,3865470566,,android,armeabi-v7a
ant2edb674d5488832b2a53603502338,61.66,4,1048576,5057323991,0,0,5057323991,,android,armeabi-v7a
ant2cb02d38acec138c3bc4c656dfd3f,5.86,4,1048576,4885525299,0,0,4885525299,,android,armeabi-v7a
ant21f999d80a0a936fd8c9da1ded950,6.9,2,987556,10436770528,5218385264,0,5218385264,,android,armeabi-v7a
ant2c5a377294cfd3311b674ccb5ab40,65.41,4,2019608,27605902295,0,0,27605902295,,android,armeabi-v7a
ant21e250fb92f963ef380242e0dea21,99.17,4,4063504,4724464025,0,0,4724464025,,android,armeabi-v7a
ant20531db8994613781afe6c806aa09,27.67,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant279e1af8567723a4e9b202df7ec49,64.94,4,2020648,3983582167,0,0,3983582167,,android,armeabi-v7a
10425cd03b11a4f6c7955d81e8df91e5,500.0,16,65954312,2413771620352,0,2199023255552,214748364800,,linux,x86_64
ant2d6f5a07844d2337591a97540b160,71.67,5,1942076,23847805911,0,0,23847805911,,android,armeabi-v7a
ant28856ffae23a33215ab48dbc5d889,42.93,4,3844876,43916040601,0,0,43916040601,,android,armeabi-v7a
4c75ba4a81cd71a390180b56a0d9b1b4,1000.0,32,32470328,2479269871615,0,1979120929996,500148941619,,linux,x86_64
ant33ea76cd0c339d3e1ca97a5b17a07,104.97,4,1909808,7838315315,0,0,7838315315,,linux,aarch64
ant2b5028ecf38113b42a167a476eab8,87.16,4,2053232,4166118277,0,0,4166118277,,android,armeabi-v7a
ant0b5564505e2b1467362da5cfb72d5,144.59,14,16123028,889058230272,0,751619276800,137438953472,,linux,x86_64
ant2acf94431f74c33feaa13627675d4,66.83,4,2055152,10866267258,0,0,10866267258,,android,armeabi-v7a
ant287793632b5a53e78a88f8580645a,99.62,4,2053196,3801046056,0,0,3801046056,,android,armeabi-v7a
ant265a9821eaaaa39d8843ded79ba92,87.77,4,3064712,53740778291,0,0,53740778291,,android,armeabi-v7a
ant28a6001706ecb3ba8b10deabbc4dc,12.42,4,3932624,28132035788,0,0,28132035788,,android,armeabi-v7a
ant201b42393c8fa3e78884265e19dea,63.72,4,2089984,4144643440,0,0,4144643440,,android,armeabi-v7a
ant2d4be3b239c53388eb3dff8325f2c,58.44,2,979736,5583457484,0,0,5583457484,,android,armeabi-v7a
ant277c7cd5aacb63535b0db2e1ccd1d,61.48,4,3860192,181741541129,123952756162,0,57788784967,,android,armeabi-v7a
ant2e12d1ce9f0a43339b1503e46078f,73.9,4,492332,5261334937,0,0,5261334937,,android,armeabi-v7a
81207d4875761bc3f75ad20ffa5f6ea9,5250.0,48,65652452,2217062118194,0,2089072092774,127990025420,,linux,x86_64
ant21979ffc53e45364ab8d93499a684,98.79,3,2026940,3983582167,0,0,3983582167,,android,armeabi-v7a
ant29c4f9fc1d0b832a5a3efc071761d,53.71,4,4063504,4885525299,0,0,4885525299,,android,armeabi-v7a
ant8f8b91b33184b8b243126f47e1993,90.53,2,4008896,85899345920,0,0,85899345920,,linux,x86_64
ant2505b0d520ce532a49b31930a67b1,115.04,4,1537840,4874787880,0,0,4874787880,,android,armeabi-v7a
ant2ae1d180aa793345e998e9a5990fa,99.59,4,2055156,118111600640,0,0,118111600640,,android,armeabi-v7a
ant066271b617bc6dab74e53e110367f,1000.0,4,8130244,193273528320,0,107374182400,85899345920,,linux,x86_64
ant20da7c623f74e3897aad2928595de,75.33,4,932580,3983582167,0,0,3983582167,,android,armeabi-v7a
