nodeid,bw_rated,corenum,memtotal,totaldisksize,hdddisksize,ssddisksize,systemdisksize,hardwaretype,os,arch
ant8dfe56ab8f5f661eaeaf6d28050d5,31.28,4,1909808,125090922496,0,0,125090922496,,linux,
ant290bf462a75733587aad0c3cd36d4,72.65,4,4003376,121450937712,0,0,121450937712,,android,armeabi-v7a
ac06b0ade0ab446f4f5abde4f1465587,1200.0,32,32589592,2235208355020,0,1979120929996,256087425024,,linux,x86_64
ant216ba882844d33410a5513a524ef1,30.876,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant2581d9b3c9ce63e70a96c61ed04d9,67.31,4,1827660,11177652387,0,0,11177652387,,android,armeabi-v7a
ant27cdd319572e633b8a69dd2f0f9b6,12.46,4,2369592,262529875967,255797514731,0,6732361236,,android,armeabi-v7a
ant22a5d7a6ccbed3c3a8826cab12372,75.63,4,2054244,3704409292,0,0,3704409292,,android,armeabi-v7a
ant27a26ece2a8533ab3aa235852e54a,75.47,4,3832724,53622666690,0,0,53622666690,,android,armeabi-v7a
689548f35766a7a9366acb9c7875dc7f,3000.0,32,36951268,1924145348608,0,1649267441664,274877906944,,linux,
ant22efa09be64a9370d8d531e912591,4.77,4,2868504,53676353781,257698037,0,53418655744,,android,armeabi-v7a
ant2cb9c9dec0bc03363b629b239e59f,32.52,4,2089984,3468186091,0,0,3468186091,,android,armeabi-v7a
antaf347deae0bbb8b85012bfe37b604,107.85,16,32163668,1024242325913,0,0,1024242325913,,linux,x86_64
cd7e749fdadb4ff0fc72f0f4e16dd27d,1000.0,32,32752908,1905354866688,0,1649267441664,256087425024,,linux,x86_64
ant2c7cc0bd7f9e334a99543229f0243,98.45,4,2089984,4144643440,0,0,4144643440,,android,armeabi-v7a
2da86aab0fdf64a3611ac05017902b65,1000.0,24,32537736,2219209601842,0,1979120929996,240088671846,,linux,x86_64
ant2d7a06fcf9068382d8a6a2efe9623,84.14,4,2019608,27605902295,0,0,27605902295,,android,armeabi-v7a
ant28848b051d20a36b481d77ddd5ca0,72.74,4,1048576,5411658792,0,0,5411658792,,android,armeabi-v7a
ant28827061c10d131e3a1eaeb2cbf68,8.95,4,2055160,237833814016,0,119185342464,118648471552,,android,armeabi-v7a
ant2fad4006398b930cfaa4a43206083,75.27,4,2055168,236384262553,0,118111600640,118272661913,,android,armeabi-v7a
ant46b58bb99272e9ff75b22f7fbf802,104.04,6,3749736,968085628518,0,960247313203,7838315315,,linux,aarch64
ant23f27a474065b3b28846a3c85da4f,78.34,4,1015672,5304284610,0,0,5304284610,,android,armeabi-v7a
ant282a8ee51644633c6a50eb1d91a0f,84.15,4,1522520,27380416512,0,0,27380416512,,android,armeabi-v7a
ant229abce22c3253f01bff3a4fa1d48,95.06,4,4020736,53740778291,0,0,53740778291,,android,armeabi-v7a
ant20d4d090ff1c638a6a52efcacb141,55.64,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2ed61b41a36633674ad397401b198,78.61,4,2020648,11735998136,0,0,11735998136,,android,armeabi-v7a
b3807779d228954a11ad69f6ffb93834,3600.0,32,32706340,4308281694617,0,4068193022771,240088671846,,linux,x86_64
ant22cc880ea06fd39c8b833a40b8fa4,79.84,4,2868504,53418655744,0,0,53418655744,,android,armeabi-v7a
ant26b951da39d2c3a1f9f5ed1dc1601,93.83,4,1018096,4842575626,0,0,4842575626,,android,armeabi-v7a
1152a687c555a0fb6c2a9ae6f1f48afa,400.0,24,20542960,1084479242240,0,912680550400,171798691840,,linux,x86_64
4236c745e4bf634a0c8f8fdd573f8973,500.0,16,65952936,2362232012800,0,2147483648000,214748364800,,linux,x86_64
ant21699f5a130013c75ad1a31b3b2da,68.09,4,2052184,58046483005,0,0,58046483005,,android,armeabi-v7a
antfce75cc99217fdebdf3ed10eadb87,121.61,4,1907832,125090922496,0,0,125090922496,,linux,
40c834c8e92d3a28511155cfd632273b,150.0,4,8140840,536870912000,0,429496729600,107374182400,,linux,x86_64
ant2942e33e23994358da81595c90b15,73.91,4,4063504,4724464025,0,0,4724464025,,android,armeabi-v7a
ant2598348aa3337316b84d3a36e009c,100.98,4,643268,2512555868,0,0,2512555868,,android,armeabi-v7a
efdab95946b931ce0587cdb39366b93b,1650.0,44,65411384,4214329285016,0,3958241859992,256087425024,,linux,x86_64
antee518054df2610850e7b9a9251f25,196.59,4,4002784,125090922496,0,0,125090922496,,linux,
antb153b10f39953bf5065c5605d43d0,358.68,4,4002784,125198296678,0,0,125198296678,,linux,aarch64
ant2e3e74f1f0b36338f9413cdd69458,33.64,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ant5210379c468ecc60331ebe636e7cc,500.0,8,16373096,137438953472,0,0,137438953472,,linux,x86_64
ant2ce8df95dbfcf3e04a5d538dc066a,17.85,4,2056184,12788265123,0,0,12788265123,,android,armeabi-v7a
ant2ac79bab9c8dd3a97b66595bacc8c,100.19,4,2048076,118476672860,0,0,118476672860,,android,
ant9f8478807c85f625622ae310c9444,99.08,4,1844284,125090922496,0,0,125090922496,,linux,aarch64
ant22d729a095f283759a90f81adb1d2,98.96,4,1048576,4584877588,0,0,4584877588,,android,armeabi-v7a
ant2f9c3fd815812377c9055b697335b,72.1,4,2097152,3865470566,0,0,3865470566,,android,armeabi-v7a
antdd30b8ae47bf0af56b123c68dd802,1000.0,4,8131840,107374182400,0,0,107374182400,,linux,x86_64
ant22698d283c3373de399ad8ebb87e2,71.67,4,2055168,236384262553,0,118111600640,118272661913,,android,armeabi-v7a
ant2523800a8191f3b839141c1171c0b,83.66,2,1009552,3983582167,0,0,3983582167,,android,armeabi-v7a
ant23c8187039d9438beb067cf9aad0c,16.33,4,1015940,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2870f199f3f483ac48869d63a5dbb,78.24,4,2019608,58046483005,0,0,58046483005,,android,armeabi-v7a
ant277a97d6dc39f340797837e6ebca7,11.89,4,10485760,8589934592,0,0,8589934592,,android,armeabi-v7a
ant287806ea4c8c938b3a25182b0b717,387.79,4,1048576,5476083302,0,0,5476083302,,android,armeabi-v7a
ant29ee586d4fbf63ddbba45c5c7074d,60.86,4,2053200,3801046056,0,0,3801046056,,android,armeabi-v7a
ant2eb49431dce993f268fd30999fb14,17.74,4,4003212,115502408007,0,0,115502408007,,android,armeabi-v7a
ant220c59ff159c13e618f2b9138ec47,75.07,5,8148280,10146087142685,10088545318337,0,57541824348,,android,armeabi-v7a
ant20ac556c446ff3892a4b12fdf6858,41.84,4,2055156,3650722201,0,0,3650722201,,android,armeabi-v7a
ant2016ed673cfbd3f84b52a17822bc8,158.8,4,2055160,57370025656,0,0,57370025656,,android,armeabi-v7a
ant2e82dd28f46043a789adbd0bd459b,39.67,5,2971256,54009213747,0,0,54009213747,,android,armeabi-v7a
ant2b785bcb46baa3d59b26646ad26d4,25.6,4,1869936,59002113228,0,0,59002113228,,android,armeabi-v7a
8971e1864b8d8d590995effeba212d84,1040.0,28,32878948,2235208355020,0,1979120929996,256087425024,,linux,x86_64
ant20d17fd1a7e833eea95ee2d26d977,77.82,4,8388608,5637144576,0,0,5637144576,,android,armeabi-v7a
e815128e38cf2eb8e96cbaaa726988cc,220.0,4,8140832,536870912000,0,429496729600,107374182400,,linux,x86_64
ant22623261dc20a3e4ea3cfd68af738,94.59,4,3743132,47856673094,128849018,0,47727824076,,android,armeabi-v7a
ant767be330b26ab45ed226ea36bca7d,90.76,4,4002784,125627793408,0,0,125627793408,,linux,aarch64
ant77dc5ffce24e37305d8d0f898c9f7,103.88,4,1903340,7838315315,0,0,7838315315,,linux,
ant26864cb6f7e223a6abb0f7e6b71cc,63.52,4,3093592,10930691768,0,0,10930691768,,android,armeabi-v7a
antd6d60675db5529273f2f8ef3716bb,103.64,4,1909808,7838315315,0,0,7838315315,,linux,
ant2b8ba1b402f803cac925e6c714785,77.35,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant284c37ce3753c3fa6afeecfb48a20,98.81,4,4063504,4724464025,0,0,4724464025,,android,armeabi-v7a
ant2aa817997d53c330e90ac045bb544,91.34,4,33554432,274877906944,0,0,274877906944,,android,armeabi-v7a
ant2a04c4a2520573e7992dd8bb7a31a,7.23,4,2054152,56897579253,0,0,56897579253,,android,armeabi-v7a
ante32dc1246b8642192e8222a1547b2,102.81,4,2024128,125090922496,0,0,125090922496,,linux,aarch64
antd0d4863ac0b913327e09238e374b6,319.34,4,1909808,125090922496,0,0,125090922496,,linux,aarch64
ant55627e5d5f52d600ce1af3b5027ef,16.73,4,3888524,236223201280,0,0,236223201280,,linux,x86_64
ant24f624af616df3b97b380e592be94,75.79,4,2093056,3156800962,0,0,3156800962,,android,armeabi-v7a
ant29f7f6d8c705a3c458506a118766d,94.19,4,2019608,58035745587,0,0,58035745587,,android,armeabi-v7a
ant29b44d7f19724372ebd377695698c,99.05,4,2055148,117542517473,0,0,117542517473,,android,armeabi-v7a
af38244578fe04a7d8c344fb65bbf21e,220.0,4,8140840,536870912000,0,429496729600,107374182400,,linux,x86_64
ant8d07557818760658c3d6fc8a07d44,360.0,4,4002784,125090922496,0,0,125090922496,,linux,
ant202c3a3826966379ab6de37c65558,50.78,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ant28c8360c83f2f3a3d8fdd1d2d1df8,18.7,4,1861764,21313775206,0,0,21313775206,,android,armeabi-v7a
ant25bb7e2b244083c9592874f3f45b6,37.56,4,2052184,4048006676,0,0,4048006676,,android,armeabi-v7a
ant2e0eb4b8d6c903ff99c157576b418,73.3,4,2053196,4058744094,0,0,4058744094,,android,armeabi-v7a
a07482ee4383da0670693bc8dead0bdd,500.0,16,32922808,1314259992576,0,1099511627776,214748364800,,linux,x86_64
ant245d30284adb2327f92752a333589,10.97,4,2089984,4144643440,0,0,4144643440,,android,armeabi-v7a
ant7eedc445e6545b40175609d3e6ebb,1200.0,32,32550396,1504312295423,0,1024242325913,480069969510,,linux,x86_64
ant267eb273b621e392b9b79fa99fd09,254.57,4,3844880,43916040601,0,0,43916040601,,android,armeabi-v7a
ant24ce22cc82b6335258d5683453364,83.85,4,2019608,58046483005,0,0,58046483005,,android,armeabi-v7a
ant286f1761e3c37346d9b9a38df468c,12.91,4,2053208,3242700308,0,0,3242700308,,android,armeabi-v7a
antf7d07abcacbdb92e32db0675a0df3,2000.0,8,8010248,500363689984,0,483183820800,17179869184,,linux,x86_64
ant25abaad8491f0317791a71bef66e9,147.25,4,16777216,6302864506,0,0,6302864506,,android,armeabi-v7a
ant2f8d0aaac05253c3d9b72550a6e3d,93.85,4,4161688,32749125632,0,0,32749125632,,android,armeabi-v7a
ant287c9da5fa8753ced8be53dd3d6ab,32.86,4,1926724,12025908428,0,0,12025908428,,android,armeabi-v7a
ant09b17714631c246b925438e31631b,36.21,4,1935756,135828340735,0,127990025420,7838315315,,linux,aarch64
antfcty0100000770592601060000005,80.0,4,4002784,125090922496,0,0,125090922496,,linux,aarch64
ant2f0d95388e2503c4db355ba44ab43,94.03,4,2089984,2877628088,0,0,2877628088,,android,armeabi-v7a
ant25081e0bd9f01359da53c9b3dc12d,318.81,4,8388608,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2e2b9585fed6334759a38b0bb1530,103.94,4,2053040,3736621547,0,0,3736621547,,android,armeabi-v7a
ant27959b64792b03d32afd3845105b7,71.17,4,2093056,3038689361,0,0,3038689361,,android,armeabi-v7a
ant233d1c94c74d2382692daf2241494,90.53,4,2055156,118111600640,0,0,118111600640,,android,armeabi-v7a
ant292b66c703321316ebc85116ffff2,196.88,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant25ad651d259463cd6ba17e636dfc3,218.57,4,8388608,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2aedc186855823fce8f2870407653,96.41,4,1018076,4842575626,0,0,4842575626,,android,armeabi-v7a
ant2730d5ab961bc361aa946e25e2d29,67.53,4,2097152,3972844748,0,0,3972844748,,android,armeabi-v7a
ant24d3973027258353f94ad7b327fdb,1.8,4,2055160,11403138170,0,0,11403138170,,android,armeabi-v7a
ant299ca6a1b65b83696a351b6ff919b,70.83,4,1015876,5422396211,0,0,5422396211,,android,armeabi-v7a
ant28ef1beb4320b33a8a41720b17557,26.58,4,3854524,56790205071,0,0,56790205071,,android,armeabi-v7a
ant25a37ef3dcd7032c6a9f5101f91e2,15.46,4,954312,3715146711,0,0,3715146711,,android,armeabi-v7a
ant2038e0811981e39578a67f1180038,56.26,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant27338d305fe9a3dd98f64bb402797,63.29,4,2048076,118498147696,0,0,118498147696,,android,armeabi-v7a
740eb634a7180fb4e5b84f3277778743,3000.0,80,63724760,8409653339746,0,7929583370236,480069969510,,linux,x86_64
ant2d8a5c6742383333eb4a76e8a49af,32.4,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant216666740810b384591326225aa69,74.32,4,3742744,47727824076,0,0,47727824076,,android,armeabi-v7a
ant21b63df8c9fa13b7bbca1efb7fdf7,9.46,4,2055156,118133075476,0,0,118133075476,,android,armeabi-v7a
ant2e02aac36a92e3e10a9a7ccbe38e8,15.95,4,2019608,27605902295,0,0,27605902295,,android,armeabi-v7a
ae329dd4c103fac2471868ab449fbe75,800.0,44,32523844,2235208355020,0,1979120929996,256087425024,,linux,x86_64
ant24bbce513136c3672862c7263c268,6.02,4,8011508,68719476736,0,0,68719476736,,android,armeabi-v7a
ant243fba2534c43324386111e72c310,39.69,4,2052184,27605902295,0,0,27605902295,,android,armeabi-v7a
ant28947bfd818f93397ac04a0136b42,138.2,4,2026440,21066814586,0,0,21066814586,,android,armeabi-v7a
f78720afc5568ba423aff6a61e0d6a37,1500.0,24,16382992,1924145348608,0,1649267441664,274877906944,,linux,
ant215296c8924d83078941c7363aedc,95.48,4,1048576,4810363371,0,0,4810363371,,android,armeabi-v7a
ant2bc786870d6483999be3f458a768d,73.16,4,2019608,4423816314,0,0,4423816314,,android,armeabi-v7a
ant29ac9016500b93f9cb6af2b84742d,52.52,4,2052184,27605902295,0,0,27605902295,,android,armeabi-v7a
ant3758970872983c7dbecb1aa28ae3a,98.65,4,1909808,125090922496,0,0,125090922496,,linux,aarch64
ant6213f40954b2eb4c0de2dcec3f954,42.32,4,0,107374182400,0,0,107374182400,,linux,x86_64
ant2c5b2f0e68bb93e88994a4b8cd4a1,116.41,4,3855040,55630563901,0,0,55630563901,,android,armeabi-v7a
ant2af14ce6b0f563808b643cc215250,163.42,4,7994752,26854283018,0,0,26854283018,,android,armeabi-v7a
ant2c7db99f3a28b3df49312b356751a,92.79,4,2749256,56167434813,0,0,56167434813,,android,armeabi-v7a
ant5c6997ba140031a1cc299176fd275,785.32,36,12261112,1869169767219,0,0,1869169767219,,linux,x86_64
ant2af6bab45458b3c82a6b6e26732f6,84.09,4,1963016,4123168604,0,0,4123168604,,android,armeabi-v7a
ant223cab9d9235e380daa3d94534ffe,63.25,4,2053196,3801046056,0,0,3801046056,,android,armeabi-v7a
antb5750edfb0f52b7e7f7bdba90069c,741.36,4,4002784,125090922496,0,0,125090922496,,linux,
ant28afc65f438903d439b5f30976c09,43.33,4,0,6195490324,0,0,6195490324,,android,armeabi-v7a
antf30cc28d84d2001b48300b0e717f1,359.25,24,32536000,1240279180902,0,1000190509056,240088671846,,linux,
ant24d46ed5afe2836c695e3cf636a72,99.34,4,964040,5132485918,0,0,5132485918,,android,armeabi-v7a
ant2e5afa079bbd833cf831eb76466d0,72.99,4,3832724,53676353781,257698037,0,53418655744,,android,armeabi-v7a
ant2b8994db4d7b33d7ca990ef9db345,19.17,4,2053196,3801046056,0,0,3801046056,,android,armeabi-v7a
ant23635b705ed2a3b919b498cff905e,55.27,4,2044416,12423192903,0,0,12423192903,,android,armeabi-v7a
ant26c95047ae8de33778376bd38b625,54.22,4,1522972,55963423866,0,0,55963423866,,android,armeabi-v7a
ant2328ed43dc9c237e2b11f42900c52,186.83,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant240deb68ce0c7373ba8f2c5c4b3d8,96.34,4,2093056,3865470566,0,0,3865470566,,android,armeabi-v7a
ant2c5b3f73ca3ad3d3a8e0e210bb2f0,54.01,4,932580,3983582167,0,0,3983582167,,android,armeabi-v7a
ant2ba20e7d789c13521b3564b0fed6c,369.99,4,1048576,5111011082,0,0,5111011082,,android,armeabi-v7a
ant2d277535a15f83e6e99a88b0473f6,7.36,4,2093056,11553462026,0,0,11553462026,,android,armeabi-v7a
ant8115b5dfd7fa10487152eb9f9902a,278.0,4,4002784,125090922496,0,0,125090922496,,linux,
ant267b8e67c73453529922048f8ab58,72.29,4,2020648,57713623040,0,0,57713623040,,android,armeabi-v7a
ant74cfccf30c9b14492d278b2450492,198.26,4,1903340,279709745152,0,0,247497490432,,linux,aarch64
ant2074e76a7a1673b79999c0928e1f0,84.52,4,2019608,59055800319,31449898024,0,27605902295,,android,armeabi-v7a
ant237cbaf78062438aaad022b756a84,8.11,4,1048576,5175435591,0,0,5175435591,,android,armeabi-v7a
ant2e31e00946827311985d0e3ccc122,370.83,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant23e2bdf3a1329372090fb34dcb81b,76.5,4,1920108,18736794828,0,0,18736794828,,android,armeabi-v7a
ant736a0121d83c4039240ee893c8a72,102.26,6,3759088,127882651238,0,120044335923,7838315315,,linux,aarch64
ant224a23feb5af034f7a6999eae8b83,104.55,4,3832724,53418655744,0,0,53418655744,,android,armeabi-v7a
ant2a83a4f8fe154332e881fd14bea74,450.87,4,8127008,5422396211,0,0,5422396211,,android,armeabi-v7a
ant27e70677f39593818aed27e38b05d,61.68,4,2020648,3983582167,0,0,3983582167,,android,armeabi-v7a
ant2a132e50005c73deba5f06bb053b4,24.48,4,2020648,57692148203,0,0,57692148203,,android,armeabi-v7a
antd363630e5574a1383a0f527ffa215,1000.0,16,18211320,549755813888,515396075520,0,34359738368,,linux,x86_64
b4b2093f7b6d48196aee67aaca1de331,1890.0,32,32609328,2193869294796,0,1979120929996,214748364800,,linux,x86_64
ant2a25c44dbd1843e52b6cf4728ef9c,92.05,4,2020648,3994319585,0,0,3994319585,,android,armeabi-v7a
ant27592a51da65c38efa328c4d109b4,22.79,4,8127008,4810363371,0,0,4810363371,,android,armeabi-v7a
ant228fec190f7a3336d99e29de83275,143.14,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ant26b2ff8415cd63ccbb0d93da2a8e2,51.67,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant21ef2a6b4c848db430e1133f61182,300.0,2,3888940,137438953472,0,0,137438953472,,linux,x86_64
ant251d44884d5063580bdcd03f0b5cd,97.85,4,2868504,53418655744,0,0,53418655744,,android,armeabi-v7a
ant072793956bf799e02b2390cb8cff7,100.0,4,1909808,125090922496,0,0,125090922496,,linux,aarch64
antc48c34e88c32c11701b428a0760e4,800.0,24,16038280,2219209601842,0,1979120929996,240088671846,,linux,x86_64
ant4b182dd46b49ed8c0ed4d88702b4b,99.97,4,797552,4788888535,0,0,4788888535,,android,armeabi-v7a
ant208fbc9a9c64c3356869accad9e38,106.3,8,2873832,24663849697,0,0,24663849697,,android,armeabi-v7a
ant6d3e40eae2abb0a367f7ddf1ed71e,212.84,4,3888528,107374182400,0,0,107374182400,,linux,x86_64
ant2e4e02dee65063b4b917806569c26,103.34,4,3742808,47845935676,118111600,0,47727824076,,android,armeabi-v7a
ant2299b129e047d3df0b97e26a0194a,66.91,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant2d6ce677f5a2636ac8b5cc5f350b4,191.75,3,1009724,3468186091,0,0,3468186091,,android,armeabi-v7a
ant2cc53d8654c2d309680e4055aa0b2,116.26,4,4003316,121611998986,0,0,121611998986,,android,armeabi-v7a
ant7cebba1b248b905e0a28dad12c54e,33.6,24,28388096,120044335923,0,0,120044335923,,linux,x86_64
ant2cb18f0bdaa523ec18ef25b3389c9,22.18,4,2052176,4423816314,0,0,4423816314,,android,armeabi-v7a
ant2ce77f86f65a1321bb6a7d5582619,117.42,4,3860468,57788784967,0,0,57788784967,,android,armeabi-v7a
ant2674295e85a7a3de4aa9756d0c7b1,87.61,4,2052184,27605902295,0,0,27605902295,,android,armeabi-v7a
0df67024116ce42cfd8794ae3c3ecb39,220.0,4,8140840,536870912000,0,429496729600,107374182400,,linux,x86_64
ant2f399d0f0df2c31229a7f921b7c71,12.05,4,2020648,27058293964,0,0,27058293964,,android,armeabi-v7a
ant222c66bb7283f3995a726358d0ad9,19.21,4,2052184,27605902295,0,0,27605902295,,android,armeabi-v7a
ant28415c9f1498b375fa4aa75ba59ec,124.44,4,1048576,3285649981,0,0,3285649981,,android,armeabi-v7a
ant2ab3d2d4cdbc23525baa84b2a8e05,98.59,4,2055156,118111600640,0,0,118111600640,,android,armeabi-v7a
ant250421cd8756c31a6b166e1b4568d,76.0,4,2055160,57370025656,0,0,57370025656,,android,armeabi-v7a
ant23851981ff1003e1680fb9af9f884,44.31,4,2776980,57337813401,0,0,57337813401,,android,armeabi-v7a
ant2ca98e2e7365930b299c882df6e98,21.6,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant27714d43f84d83ec8a9638ae969ab,44.21,4,2053208,10941429186,0,0,10941429186,,android,armeabi-v7a
ant267fbfd0b14ee3914b11e4136c70a,87.54,4,2782728,24867860643,0,0,24867860643,,android,armeabi-v7a
ant2998fc1e78e64844fd4cd222a5102,362.49,4,4002784,125090922496,0,0,125090922496,,linux,
ant2080ab1a81f13337c90c26646a48a,551.9,4,1015940,5476083302,0,0,5476083302,,android,armeabi-v7a
ant220354a6319cd3708a0b47e7dac67,87.46,4,1048576,3285649981,0,0,3285649981,,android,armeabi-v7a
ant2e85bbca092793bf7b433ca4c6aee,18.21,4,2055148,55587614228,0,0,55587614228,,android,armeabi-v7a
ant210836b9c2aed319b87e4c31359d5,125.73,4,8388608,5476083302,0,0,5476083302,,android,armeabi-v7a
ante23cbdc2c3f0f51f11267026c7772,342.45,4,4002784,125090922496,0,0,125090922496,,linux,aarch64
ant2008276f4acfb3178909e18174073,97.5,4,1537844,4874787880,0,0,4874787880,,android,armeabi-v7a
ant23dfbf63bcc17304686b8d61bf86e,27.46,4,3093580,11832634900,0,0,11832634900,,android,armeabi-v7a
ant24a7ed05682b13781a5fe105e92cf,40.57,4,2997592,19681687633,0,0,19681687633,,android,armeabi-v7a
anta3aa92f7efd87450d21ad8ae316a9,24.71,4,1909808,7838315315,0,0,7838315315,,linux,
325f6f54f9fa481f8638a9465075d1f8,4900.0,64,65622924,16093135083928,0,15613065114418,480069969510,,linux,x86_64
671664e4429effb04793ea1bba67a10e,1680.0,32,32775564,4308281694617,0,4068193022771,240088671846,,linux,x86_64
ant24bb1bb20ba8938449050d8bb1f78,42.32,4,2052184,4048006676,0,0,4048006676,,android,armeabi-v7a
antebf0ca16c5f9d0660f7bd3681109e,198.51,4,4027168,0,0,0,0,,linux,aarch64
ant2b4d902c706513887923f3c371b68,70.76,4,2089984,4144643440,0,0,4144643440,,android,armeabi-v7a
ant2b4e7eef498a23dcc8c47e036236e,314.02,4,16777216,6131065815,0,0,6131065815,,android,armeabi-v7a
ant214e36eb2d888313781799c9ca145,91.27,4,1048576,5100273664,0,0,5100273664,,android,armeabi-v7a
ant2fa7bd83ff9003df980aafbea5ec4,105.11,4,1830096,9427453214,0,0,9427453214,,android,armeabi-v7a
ant2b4312825e5d28570e38d17ab291f,104.65,4,1909808,7838315315,0,0,7838315315,,linux,aarch64
ant2a5dd1c78241a3a6482938bd6a3b5,95.52,4,4063504,4724464025,0,0,4724464025,,android,armeabi-v7a
ant2445a2af7941b34b58b3f7337ce37,15.32,4,3832724,113719996579,0,0,113719996579,,android,armeabi-v7a
ant237b0022e254c331385f1d7d7bec8,94.99,4,2060824,3629247365,0,0,3629247365,,android,armeabi-v7a
ant2b717c8a9743a3265bd92944e0c6d,64.61,4,2054260,15569256448,0,0,15569256448,,android,armeabi-v7a
ant2f54eb8c8503f3b3e902dba544f51,300.0,8,7890692,118831007662,0,0,118831007662,,android,arm64-v8a
ant1f883c78eb7447a817c4221e98ce1,82.39,4,1844268,7838315315,0,0,7838315315,,linux,
antb96c2df01ba45da5fc3cb9ab9d8e1,93.59,2,4008896,85899345920,0,0,85899345920,,linux,x86_64
ant25937436565e830b28697cfbfae8d,6.28,3,2026972,3983582167,0,0,3983582167,,android,armeabi-v7a
antbe68e3e1415e05f96c081bf7803c7,73.34,4,1909808,125090922496,0,0,125090922496,,linux,
6f32d9892e56d57fb8882cc2bac3ff5e,500.0,16,32923820,1288490188800,0,1073741824000,214748364800,,linux,x86_64
ant29c812ad127c23498bfba8e0ad795,99.38,4,2054152,2899102924,0,0,2899102924,,android,armeabi-v7a
ant263ce9f6786e13b3cb86c1cb844c9,72.88,4,2052184,27605902295,0,0,27605902295,,android,armeabi-v7a
ant2eeccdc66ac113b53a69688398434,90.84,4,1048576,5272072355,0,0,5272072355,,android,armeabi-v7a
ant20c14d0434d6130ee80feab887171,10.07,4,1048576,5411658792,0,0,5411658792,,android,armeabi-v7a
ant2afdc1b9738e530218a5287f81089,85.75,4,2097152,4080218931,0,0,4080218931,,android,armeabi-v7a
ant229f27b93134e3b0aba6fe873fe74,55.55,4,2019608,57423712747,0,0,57423712747,,android,armeabi-v7a
ant25d24c5d257a03536b184059e47c3,81.57,4,2093056,4327179550,0,0,4327179550,,android,armeabi-v7a
ant2596c601404e238e0b1dfc746931a,332.24,4,1005196,2673617141,515396075,0,2158221066,,android,armeabi-v7a
ant24ab070abbc2b3f8c9bdf92e3c112,8.9,4,2020648,3983582167,0,0,3983582167,,android,armeabi-v7a
ant2aea4b6a4d2693812bdac0ad38431,126.86,4,3860192,57788784967,0,0,57788784967,,android,armeabi-v7a
ant5367499f6074adc760742b94818ce,614.81,4,1909808,7838315315,0,0,7838315315,,linux,aarch64
ant23b685abc65f03f07a426081c9858,100.23,4,2055196,3886945402,0,0,3886945402,,android,armeabi-v7a
2cbe954a8a3ebba26c4e4571fdf70815,500.0,12,24617216,1314259992576,0,1099511627776,214748364800,,linux,x86_64
ant2fcb2182102453e6f942df519abb1,84.54,4,8127008,4885525299,0,0,4885525299,,android,armeabi-v7a
ant2e3cf96a3b8df3714a090a8326a79,98.69,4,8388608,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2a696d1f08fdb3c4c9828d1a72ecf,331.5,4,1015940,5637144576,0,0,5637144576,,android,armeabi-v7a
ant2f79f2a3a78df361eae04fd1f84de,70.42,4,1956808,4198330531,0,0,4198330531,,android,armeabi-v7a
ant27faae48ac3e23d99a34d489bb7d1,178.58,4,1015940,5637144576,0,0,5637144576,,android,armeabi-v7a
ant454dbda85a6f472169853ad4c1947,114.59,4,1909808,123695058124,0,0,123695058124,,linux,
ant2551b327e8b913d9f9bf01920d78e,58.84,4,2052184,27605902295,0,0,27605902295,,android,armeabi-v7a
ant240b5ef15c49f3b269a60bf915fd9,53.78,4,1048576,5637144576,0,0,5637144576,,android,armeabi-v7a
ant68b33b169cee1486eafd2d57bb3e1,350.0,4,7835644,256087425024,0,0,256087425024,,linux,
ant2097acd9a1b753d55ae240f922b78,26.15,4,0,5841155522,0,0,5841155522,,android,armeabi-v7a
ant247f14532f5ac39449d433162dc7b,26.81,4,2020648,3983582167,0,0,3983582167,,android,armeabi-v7a
ant2e34f49b43a873117b076d2b8ff97,7.23,4,2043812,26768383672,0,0,26768383672,,android,armeabi-v7a
ant2fc8ae40263bb34468e0fc86204b0,83.7,4,2020648,57692148203,0,0,57692148203,,android,armeabi-v7a
ant2cdb3fc74dde53d0c99e50748f3e4,83.94,4,2020648,57702885621,0,0,57702885621,,android,armeabi-v7a
