node_id,vendorid,deliverytype,resourcetype,dialtype,nattype,scheduleisps,regsource,customermode,province,isp,city,device_type,arch_type,isvm,qoskiller_status,bw,os,arch,bw_rated,corenum,memtotal,totaldisksize,hdddisksize,ssddisksize,systemdisksize
ant25504b3bd7ead3ff3a879d92db396,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,安徽,联通,宣城,droid.B,host,False,,0,,,,,,,,,
ant24d3f33873eb43376a538ebd458b0,50903,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,广东,移动,潮州,droid.B,host,False,,0,,,,,,,,,
ant27132cf715bf9376db37fc17cfe20,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,天津,移动,天津,droid.B,host,False,,0,,,,,,,,,
ant244a4564b2cdb3a01ba76e6b4bd6c,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,移动,汕头,droid.B,host,False,,0,,,,,,,,,
ant280aaabf160ef3fbbbe026de2d899,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,江苏,电信,宿迁,droid.A,host,False,,0,,,,,,,,,
045313b1eba4e350efdda100fcb30ea6,92349,aggregation,aggregation,serverDial,full,,self,specified,安徽,移动,芜湖,jarvis.A,host,False,,0,,,,,,,,,
ant25b99b77e54b33dc593fb0ba19113,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,重庆,电信,重庆,droid.A,host,False,,0,,,,,,,,,
ant26dea2cf651ab361baed7d88ccd17,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,联通,潍坊,droid.B,host,False,,0,,,,,,,,,
ant2589fbf7ee5df37d993540dc108db,25385,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河北,移动,沧州,droid.B,,False,,0,android,armeabi-v7a,30.0,4.0,4003376.0,121536837058.0,0.0,0.0,121536837058.0
ant288e3f2e6e1bd3a71b4e134072c09,70774,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,湖北,移动,黄石,droid.B,host,False,,0,,,,,,,,,
ant2014177d9747a333ab9cfa09fb30a,50903,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河北,联通,邢台,droid.B,host,False,default,0,,,,,,,,,
ant28ef1beb4320b33a8a41720b17557,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,陕西,联通,西安,droid.A,host,False,,0,android,armeabi-v7a,26.58,4.0,3854524.0,56790205071.0,0.0,0.0,56790205071.0
ant2479f88f71a693384996422b60f13,52176,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,移动,新乡,droid.B,host,False,default,0,android,armeabi-v7a,14.45,4.0,2019608.0,27605902295.0,0.0,0.0,27605902295.0
ant22d45a53d79d23542bd150dc4388a,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,山西,电信,太原,droid.A,host,False,,0,,,,,,,,,
ant28595ee32df38343aaf969f038cf4,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,黑龙江,联通,七台河,droid.B,host,False,,0,,,,,,,,,
791ab40cff444642b3746b85d924e99a,93918,aggregation,aggregation,staticNetCouple,public,,self,specified,河南,移动,郑州,jarvis.A,host,False,on,1000,,,,,,,,,
ant257c2c86e6eea32d69bf37d199941,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,山西,电信,临汾,droid.B,host,False,,0,android,armeabi-v7a,76.87,4.0,2034576.0,23579370455.0,0.0,0.0,23579370455.0
ant250cbe7ba0a8f333cae52bb98829c,36339,smallBox,aggregation,dhcpNetSingle,full,,self,specified,辽宁,联通,辽阳,droid.B,host,False,,0,,,,,,,,,
ant269932a7ff4be3ce184d364e8fb79,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,吉林,移动,白城,droid.B,host,False,,0,android,armeabi-v7a,114.0,4.0,1484060.0,34230889348.0,8042326261.0,0.0,26188563087.0
ant273618de9d8f03c6ca74b93756469,1782,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,电信,惠州,droid.B,host,False,,0,android,armeabi-v7a,104.59,4.0,2058784.0,3478923509.0,0.0,0.0,3478923509.0
ant248c8044a184231c0961c722bc92c,77385,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,湖南,移动,长沙,droid.B,host,False,,0,,,,,,,,,
ant266a13466935733c3ae9344fa1a5f,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,福建,联通,福州,droid.A,host,False,,0,,,,,,,,,
ant281359003dd2233b9805a314a21e8,74066,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,移动,洛阳,droid.B,host,False,,0,,,,,,,,,
ant22698d283c3373de399ad8ebb87e2,50351,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,山东,移动,潍坊,droid.B,host,False,default,0,android,armeabi-v7a,71.67,4.0,2055168.0,236384262553.0,0.0,118111600640.0,118272661913.0
ant251edbaac73333952b9cf02748480,77385,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,黑龙江,联通,绥化,droid.B,host,False,,0,,,,,,,,,
ant26a3f95bc6a553aab897cdc82793c,52883,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,广西,联通,北海,droid.B,,False,,0,android,armeabi-v7a,25.98,4.0,1015672.0,5132485918.0,0.0,0.0,5132485918.0
ant2183c2fcfd1d13e9d898bd2bc208c,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河北,联通,邯郸,droid.B,host,False,,0,,,,,,,,,
ant2083d8339109b35d9a588c3c05ba3,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,联通,东营,droid.B,host,False,default,0,,,,,,,,,
8d9446f0f8ef45dbf4c81411d91c7d0c,55341,aggregation,aggregation,externalDial,full,电信,self,specified,江苏,移动,苏州,jarvis.A,vm,True,default,0,linux,x86_64,220.0,4.0,8140832.0,536870912000.0,0.0,429496729600.0,107374182400.0
ant295e1e432f7a73805bbe1766280a4,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,云南,移动,西双版纳,droid.B,host,False,,0,,,,,,,,,
ant23184e06346403bfcb421119d8796,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,联通,安阳,droid.B,host,False,,0,,,,,,,,,
025cd3caa3521915e655b434ecc2f5dc,8185,aggregation,aggregation,virtualRoute,full,,self,specified,江苏,移动,南通,jarvis.A,host,False,default,1000,linux,x86_64,85.0,4.0,7854516.0,480069969510.0,0.0,0.0,480069969510.0
ant2725f7ed8cbb038d88fdb733afb93,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,辽宁,联通,本溪,droid.A,host,False,,0,,,,,,,,,
ant24f30086f0b1c3ea9a023f52c48a7,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,安徽,联通,合肥,droid.A,host,False,,0,,,,,,,,,
ant21d6dd962b54f3514b96d7c1c1032,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,福建,电信,漳州,droid.B,host,False,,0,,,,,,,,,
ant25e43c9a721aa397a912b3b2a53c3,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,福建,电信,泉州,droid.B,host,False,,0,,,,,,,,,
51e7d05fbddfe57ce79f51ec3b4ab140,1374,aggregation,aggregation,serverDial,symmetric,,self,specified,江苏,移动,无锡,jarvis.A,host,False,default,10000,,,,,,,,,
ant26006d01cf50b3d978cccef5081bc,52176,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江西,电信,新余,droid.B,host,False,,0,,,,,,,,,
ant201b11c4f84013505bae9437b5188,51223,smallBox,aggregation,dhcpNetSingle,symmetric,联通,self,specified,湖南,移动,长沙,droid.B,,False,default,0,,,,,,,,,
ant214339a96944c3c2a9183d8ed77bb,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,电信,潮州,droid.B,host,False,default,0,android,armeabi-v7a,352.01,4.0,1048576.0,5637144576.0,0.0,0.0,5637144576.0
ant25deb22b6c9063a5c805f1a850638,71126,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,四川,联通,资阳,droid.B,host,False,default,0,android,armeabi-v7a,99.14,4.0,2055160.0,3704409292.0,0.0,0.0,3704409292.0
ant27e449bdec1a63773a0ad0b47ad3f,50903,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江西,电信,萍乡,droid.B,host,False,,0,,,,,,,,,
ant245f85290c0cd3f1386fdc4001d61,52176,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,陕西,电信,延安,droid.B,host,False,,0,,,,,,,,,
23015f1882c8e403051aa68ae7c8e31a,1077,aggregation,aggregation,externalDial,public,,self,specified,福建,联通,福州,jarvis.A,vm,True,default,10000,,,,,,,,,
ant202fa66fc03a53199a951f8873c76,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,移动,郑州,droid.B,host,False,,0,,,,,,,,,
3cdf944fc6021b0ffe40d23d96ced098,87994,idc,aggregation,dhcpNetCouple,full,电信,self,specified,浙江,移动,杭州,jarvis.A,niulinkVm,False,default,0,,,,,,,,,
ant220ec5e0ba3c03859acf7c5e889c6,52883,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,福建,联通,龙岩,droid.B,host,False,,0,,,,,,,,,
ant23d5fa28e86dc351da4a15da647fd,52883,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,联通,新乡,droid.B,host,False,,0,,,,,,,,,
ant283a7d5c877d238f49240b58043eb,33035,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江苏,电信,苏州,droid.B,,False,,0,,,,,,,,,
ant2305291298a113c269d6f4d5c471d,36339,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,联通,许昌,droid.B,host,False,,0,,,,,,,,,
ant23b7bc3c32ac732998812708f09c7,36339,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,内蒙古,联通,乌兰察布,droid.B,host,False,,0,,,,,,,,,
ant253b720eafec338fc84495799172a,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,辽宁,联通,沈阳,droid.B,host,False,,0,,,,,,,,,
ant2236aee6bc0dd3b46896eab76c892,74066,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,吉林,电信,白城,droid.B,host,False,,0,,,,,,,,,
ant224a50caece5b3ad4b79c6a0e91da,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,联通,泰安,droid.B,host,False,,0,,,,,,,,,
ant26681dfdcfc4432aabc09b2ad2559,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河北,联通,邯郸,droid.B,host,False,,0,android,armeabi-v7a,59.57,4.0,1048576.0,5637144576.0,0.0,0.0,5637144576.0
ant26e273b8255873a52bdb5b7baa982,52176,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,移动,东营,droid.B,host,False,default,0,,,,,,,,,
ant2446afc1805863fb7a60cddeec249,28300,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,移动,湛江,droid.B,host,False,,0,,,,,,,,,
ant21fba05a857e133199c5a9b08e742,74066,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广西,移动,桂林,droid.B,host,False,,0,,,,,,,,,
ant2483395110d4c3a87a6bd243d5ea2,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,陕西,电信,西安,droid.B,host,False,,0,,,,,,,,,
ant23e4fe3d2f2b03b6faa6b79ff8dd8,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,新疆,移动,巴音郭楞,droid.B,host,False,,0,android,armeabi-v7a,132.63,4.0,1907328.0,25662429593.0,0.0,0.0,25662429593.0
ant26bb26a51e12230e4af137ac2a671,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,山东,联通,烟台,droid.B,host,False,,0,android,armeabi-v7a,76.22,4.0,1017924.0,5873367776.0,515396075.0,0.0,5357971701.0
ant23bad1dc8d6b43af590261e46f198,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江苏,电信,常州,droid.B,host,False,,0,,,,,,,,,
4b74d99ded19d572e7fbf1ee3387a90f,2146,aggregation,aggregation,externalDial,full,电信,self,specified,四川,移动,成都,jarvis.A,vm,True,default,0,linux,x86_64,150.0,8.0,8140932.0,644245094400.0,0.0,536870912000.0,107374182400.0
ant0777d4af62ab3bfb27602551f2d83,45893,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,福建,联通,厦门,ant.B,,False,default,0,,,,,,,,,
ant21e1a4510de25343d88b53f630065,44007,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,浙江,电信,金华,droid.B,host,False,,0,,,,,,,,,
ant280aa992419b137e497e652b132f7,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,上海,联通,上海,droid.B,host,False,,0,,,,,,,,,
ant25bbaf0be5db536c2a33a316b682f,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,甘肃,电信,兰州,droid.A,host,False,default,0,,,,,,,,,
6c7ba2fa7b6423c8102bf4a9550bb06f,23196,dedicated,dedicated,staticNetSingle,public,联通,self,specified,内蒙古,移动,呼和浩特,jarvis.A,host,False,default,10000,,,,,,,,,
ant28ed7d144dc343bf7ac4a82789211,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,辽宁,联通,沈阳,droid.B,host,False,,0,android,armeabi-v7a,185.08,4.0,1048576.0,5637144576.0,0.0,0.0,5637144576.0
ant21fa59a82d6e0385387b954fd0215,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,四川,移动,成都,droid.A,host,False,,0,android,armeabi-v7a,107.06,4.0,3844876.0,43916040601.0,0.0,0.0,43916040601.0
ant282a8ee51644633c6a50eb1d91a0f,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江苏,电信,南京,droid.B,host,False,,0,android,armeabi-v7a,84.15,4.0,1522520.0,27380416512.0,0.0,0.0,27380416512.0
ant255067090a6253cca93e7175e421b,36339,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河北,联通,邢台,droid.B,host,False,,0,,,,,,,,,
ant25f54fda0e1233b6fa5226e6abfae,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,陕西,联通,延安,droid.B,host,False,,0,android,armeabi-v7a,10.29,4.0,1048576.0,5411658792.0,0.0,0.0,5411658792.0
ant218a37ddd825230f4adb0e6078efe,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,湖北,电信,潜江,droid.B,host,False,,0,,,,,,,,,
ant229abce22c3253f01bff3a4fa1d48,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,联通,郑州,droid.B,host,False,,0,android,armeabi-v7a,95.06,4.0,4020736.0,53740778291.0,0.0,0.0,53740778291.0
ant1c7cb89d72d19ee7cbd1ae8f0fc84,92371,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,湖南,移动,长沙,ant.C,,True,default,0,,,,,,,,,
ant243438c78075e04f7ad8ff3358eca,92496,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,西藏,移动,拉萨,ant.C,,True,default,0,,,,,,,,,
ant23f27a474065b3b28846a3c85da4f,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,广东,移动,东莞,droid.B,host,False,default,0,android,armeabi-v7a,78.34,4.0,1015672.0,5304284610.0,0.0,0.0,5304284610.0
ant2943199e2d472336aa37cf79acf42,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,黑龙江,联通,鸡西,droid.B,host,False,,0,,,,,,,,,
ant24600809312cb3f1e92bbe718e0d8,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,电信,许昌,droid.B,host,False,,0,,,,,,,,,
ant26a83a912f5a9379bad6f8c6212d6,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,甘肃,电信,定西,droid.B,host,False,,0,,,,,,,,,
ant291dcc71caad435b29b1ed3c3b00d,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,联通,商丘,droid.B,host,False,,0,android,armeabi-v7a,437.49,4.0,1048576.0,5637144576.0,0.0,0.0,5637144576.0
07ad6fada153580e0e0a7933e7eb7c80,55341,aggregation,aggregation,externalDial,full,电信,self,specified,陕西,移动,西安,jarvis.A,vm,True,default,0,linux,x86_64,220.0,4.0,8140840.0,536870912000.0,0.0,429496729600.0,107374182400.0
ant2519508e7ed813e278a3ff57beba2,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,移动,安阳,droid.B,host,False,,0,android,armeabi-v7a,73.88,4.0,2970676.0,46976204800.0,0.0,0.0,46976204800.0
ant25babf979df9635f3929c325a59e8,70774,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江苏,电信,徐州,droid.B,host,False,default,0,android,armeabi-v7a,94.17,4.0,2019608.0,58057220423.0,0.0,0.0,58057220423.0
ant24ba8cd4b5735314dad19788d5a9f,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,联通,济源,droid.B,host,False,,0,android,armeabi-v7a,424.11,4.0,1048576.0,5637144576.0,0.0,0.0,5637144576.0
ant0461138e7bff697057498e0feeb64,79091,smallBox,aggregation,dhcpNetSingle,full,,self,specified,重庆,移动,重庆,ant.B,,False,on,0,linux,aarch64,185.72,4.0,4002784.0,125090922496.0,0.0,0.0,125090922496.0
127fc6239903baeb391ea0dd6eb68844,11983,aggregation,aggregation,dhcpNetSingle,full,,self,specified,福建,电信,厦门,jarvis.A,host,False,default,0,,,,,,,,,
ant291afac85b84c31558b31b858f6be,89124,smallBox,aggregation,dhcpNetSingle,restricPort,联通,self,specified,河南,移动,许昌,droid.B,,False,default,0,android,armeabi-v7a,83.22,4.0,2054220.0,118476672860.0,0.0,0.0,118476672860.0
ant270ac592c39a9326aa17bb0b92e27,44007,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,联通,周口,droid.B,host,False,default,0,android,armeabi-v7a,102.67,4.0,4003316.0,121987808624.0,0.0,0.0,121987808624.0
ant2230e6c9121d53f7e87c0785106c2,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,江苏,电信,南京,droid.B,host,False,,0,android,armeabi-v7a,56.67,4.0,3655952.0,54750095605.0,0.0,0.0,54750095605.0
82a764e9ecba24b229278a1eb51a69c6,58403,aggregation,aggregation,serverDial,full,,self,specified,新疆,移动,乌鲁木齐,jarvis.A,host,False,,10000,,,,,,,,,
ant1d810681bb2da0b9273193a1938dc,37327,smallBox,aggregation,dhcpNetSingle,full,,self,specified,江苏,联通,徐州,ant.C,,False,default,0,,,,,,,,,
ant27de73c47bb963c2cb1c881856801,52176,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,江西,电信,新余,droid.A,host,False,,0,,,,,,,,,
ant2274bf37f53e13ca9b503f7eb6590,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,辽宁,联通,沈阳,droid.B,host,False,,0,,,,,,,,,
ant25e836b97a2b336fd830b725bfc61,56843,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,移动,临沂,droid.B,host,False,,0,android,armeabi-v7a,14.35,4.0,2055160.0,57370025656.0,0.0,0.0,57370025656.0
ant23b23c51d9f673a5c86da442ba414,8926,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,山东,移动,临沂,droid.B,host,False,,0,,,,,,,,,
ant2179a5e5af2f5347194a33af242eb,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,辽宁,联通,葫芦岛,droid.B,host,False,,0,,,,,,,,,
ant2116cc2fcf2cf3b2fa13147f8ddc5,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,福建,联通,福州,droid.B,host,False,,0,android,armeabi-v7a,12.58,4.0,2011768.0,27638114549.0,0.0,0.0,27638114549.0
ant2273f277aea3438a183602c6eb9c5,36339,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,黑龙江,电信,绥化,droid.B,host,False,,0,,,,,,,,,
739d0a095a692a774adedfdeee4744d6,478,aggregation,aggregation,staticNetCouple,public,联通,self,specified,河北,电信,石家庄,jarvis.A,host,False,,10000,linux,x86_64,4000.0,56.0,65624720.0,10135693321826.0,0.0,9895604649980.0,240088671846.0
ant2115feffab38b349a9b171c3a2607,52176,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,联通,济宁,droid.B,host,False,,0,android,armeabi-v7a,14.06,4.0,2019608.0,58035745587.0,0.0,0.0,58035745587.0
ant22718b9ecc3f83b99928ffed4ce52,89501,smallBox,aggregation,dhcpNetSingle,restricPort,电信,self,specified,山东,联通,泰安,droid.B,,False,default,0,android,armeabi-v7a,82.33,4.0,2055168.0,119668526284.0,0.0,0.0,119668526284.0
ant21518c8cc0b0435f893aa88a4b04b,94955,smallBox,aggregation,dhcpNetSingle,restricPort,电信,self,specified,山东,联通,淄博,droid.B,,False,default,0,android,armeabi-v7a,52.28,4.0,3964172.0,117961276784.0,0.0,0.0,117961276784.0
3fb64bf5ff56ff54f6c062596ae5a589,26187,aggregation,aggregation,serverDial,symmetric,电信,self,specified,江苏,移动,徐州,jarvis.A,host,False,default,10000,,,,,,,,,
ant222ee385f03a63b90ae6e36885f6f,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,辽宁,联通,鞍山,droid.B,host,False,default,0,android,armeabi-v7a,63.38,4.0,1537844.0,4874787880.0,0.0,0.0,4874787880.0
ant24a6a448ecb1435ceabba5517e277,37146,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,云南,电信,怒江,droid.B,host,False,,0,,,,,,,,,
ant26983a2487b84328295da7c47a4fd,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,湖北,移动,武汉,droid.B,host,False,,0,,,,,,,,,
ant24f420a86264a30c7900f88b57e00,36339,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,湖北,电信,恩施,droid.B,host,False,,0,,,,,,,,,
ant202d10cf299a83d03a6bb190366aa,50903,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,江苏,电信,南京,droid.B,,False,,0,,,,,,,,,
ant21b8b7aba9d18343babf3728fa06c,52883,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,湖北,移动,黄冈,droid.B,,False,,0,,,,,,,,,
ant21debc8729bb03dbd843cb9f342d5,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,甘肃,电信,白银,droid.B,host,False,,0,,,,,,,,,
ant2065c7d0f6e6633528e2031f4c666,52176,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,联通,青岛,droid.A,host,False,,0,,,,,,,,,
ant274bf3cb0c8a13b90a70cc0cf8089,52176,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,江西,移动,宜春,droid.B,host,False,rotate,0,,,,,,,,,
ant217d5daea16823f04a49bf91ff76c,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,浙江,移动,杭州,droid.B,host,False,default,0,android,armeabi-v7a,22.3,4.0,1015672.0,5304284610.0,0.0,0.0,5304284610.0
ant20d349ae9119d3574973087731a9b,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,新疆,移动,昌吉,droid.B,host,False,,0,android,armeabi-v7a,101.14,4.0,2045948.0,25812753448.0,0.0,0.0,25812753448.0
ant20393b92e334b3e28ad296fb372a6,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,陕西,电信,汉中,droid.B,host,False,,0,,,,,,,,,
ant28c490d0dece93526953178dae3ef,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,广东,电信,广州,droid.A,host,False,,0,android,armeabi-v7a,85.89,4.0,3704484.0,54621246586.0,0.0,0.0,54621246586.0
ant28e977757137338a8a3eb220cf329,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,广东,移动,广州,droid.B,host,False,,0,,,,,,,,,
ant2157f414f9b83382384e072d04ac0,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,电信,广州,droid.B,host,False,,0,,,,,,,,,
ant24162971097023a23bfb2c40d89a9,77385,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,移动,淄博,droid.B,host,False,,0,,,,,,,,,
ant2962edeb5de0b3343be39cd8df87d,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山西,联通,运城,droid.B,host,False,,0,,,,,,,,,
ant0ed5bd9404007d789c3964a2e53bf,82349,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,北京,移动,北京,ant.C,,True,default,0,linux,x86_64,260.69,4.0,8129232.0,85899345920.0,0.0,0.0,85899345920.0
ant2050bff4ae01e3143b1f95233c953,29326,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,江西,移动,鹰潭,droid.B,host,False,,0,,,,,,,,,
ant20f140ed90ff1337b9b28cf5f26a9,50903,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,湖北,移动,孝感,droid.B,host,False,,0,,,,,,,,,
22371c66388eca9f509d7f0ae841946c,19088,aggregation,aggregation,serverDial,full,,self,specified,江苏,联通,南京,jarvis.A,host,False,default,1000,,,,,,,,,
ant281b9d5c6e63f379fb83110428c24,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,黑龙江,移动,哈尔滨,droid.B,host,False,,0,,,,,,,,,
ant21bed2c91621630b4838e555d3e0e,77385,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,河南,联通,南阳,droid.B,host,False,,0,android,armeabi-v7a,22.3,4.0,1048576.0,4885525299.0,0.0,0.0,4885525299.0
ant23607b664952732a6b98ce4e781a9,77385,smallBox,aggregation,dhcpNetSingle,full,,self,specified,黑龙江,联通,大庆,droid.B,host,False,,0,android,armeabi-v7a,106.06,4.0,1048576.0,4885525299.0,0.0,0.0,4885525299.0
ant21634a808fd8639e5818e5b122d99,50903,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,内蒙古,联通,通辽,droid.B,host,False,,0,,,,,,,,,
ant2875be913dd2a36fdbbd532dd78e2,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,广东,联通,深圳,droid.B,host,False,,0,,,,,,,,,
ant284c37ce3753c3fa6afeecfb48a20,50903,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,四川,移动,成都,droid.B,host,False,default,0,android,armeabi-v7a,98.81,4.0,4063504.0,4724464025.0,0.0,0.0,4724464025.0
ant2633ef1a1c920384f919c7a7b75e6,93114,smallBox,aggregation,dhcpNetSingle,symmetric,联通,self,specified,河南,移动,新乡,droid.B,,False,default,0,,,,,,,,,
ant28ca4c605bacb30838f6cffc3abdf,605,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,湖南,移动,郴州,droid.B,host,False,,0,,,,,,,,,
ant2922a611e54203964b01ebab95903,50903,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,山东,移动,青岛,droid.B,host,False,,0,android,armeabi-v7a,52.47,4.0,4063504.0,4724464025.0,0.0,0.0,4724464025.0
ant23d7cab8d13d43ddb91c752f6a84e,76214,smallBox,aggregation,dhcpNetSingle,symmetric,,self,specified,山西,电信,忻州,droid.B,host,False,,0,,,,,,,,,
ant232995a9268c83af68ab4980c7b11,76214,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,天津,联通,天津,droid.B,host,False,,0,android,armeabi-v7a,33.74,4.0,1492180.0,10791105331.0,0.0,0.0,10791105331.0
ant22b3faaa6fda33c97879946bbab82,31940,smallBox,aggregation,dhcpNetSingle,restricPort,,self,specified,河南,移动,洛阳,droid.B,host,False,,0,,,,,,,,,
