node_id,top1_business,top1_pred_cost,top1_pred_profit,top1_profit_positive,top2_business,top2_pred_cost,top2_pred_profit,top2_profit_positive,top3_business,top3_pred_cost,top3_pred_profit,top3_profit_positive
ant24440fa8bf0153fbc9606274e7f0b,10000050,2.93,5.22,1,10000038,2.47,5.22,1,10000251,2.16,5.22,1
ant244744372fd6a3ae5b3822d75c808,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant244a5247a397a3d12bf1a987c0a08,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant244b25144b80132cd8b3877583407,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant244cf394ec18637e091cb186e3805,10000038,3.48,5.22,1,10000149,3.48,5.41,1,10000129,3.37,5.22,1
ant245334cbbf91f3c0f869b3d872c07,10000084,7.8,5.95,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant245b5e383e92131c88b960285b903,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2461685ab99ae38928abaf2729b02,10000149,5.41,5.41,1,10000084,3.91,7.43,1,10000050,2.45,5.22,1
ant2470e9c549384398297649ea9be04,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant247a71afc280f335399c2ee5a620b,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant247ae02157e93376d9cece3c29008,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant247bed642351b3536bb740937ed03,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant248ae602276183af09bd978cf4a09,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant248b1938173713e42bd29fabbc604,10000084,7.8,5.95,1,10000149,5.31,5.41,1,10000038,3.21,5.22,1
ant248b27ca2cdc03443b218883a6505,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant248eaf018c3c6ab5e93cc6053c000,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant249037f3af4c83486b03ad4b8ef04,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant24a094cc9d90d382ab4212ad18709,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant24a7420783b7335ae97477482f00c,10000251,2.79,5.22,1,10000303,1.43,5.22,1,10000256,1.42,5.22,1
ant24ab3dcb49a783c94ae3672d91405,10000149,4.15,5.41,1,10000084,2.97,5.95,1,10000083,2.52,5.22,1
ant24addc6b1c6ea381dba7f8313a700,10000038,3.21,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant24b9e01e4817a36bfa49196bb6204,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant24d1b4802d87738d9955ec1b67e01,10000099,5.97,5.22,1,10000083,4.7,5.22,1,10000038,4.67,5.22,1
ant24d570b2aa17b3f0d97b6246eca08,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant24d8aed94b7df33f1aa1ef2ee7b07,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant24e0f42237b9f3507acbc09a76108,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant24e569f98ecad338081d053531908,10000038,3.21,5.22,1,10000050,3.11,5.22,1,10000251,1.24,5.22,1
ant24f85b97a82d83fcaa9403a823905,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2502f5e029e74379b891d6091d907,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2505f8d4851e634e7865497cf3a00,10000149,5.31,5.41,1,10000038,3.21,5.22,1,10000129,2.9,5.22,1
ant250fe091966ef3477ac2c560e6805,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2512e2d8c63963ebebd8a474e3301,10000084,7.8,5.95,1,10000083,3.68,5.22,1,10000251,1.24,5.22,1
ant2515ecaddb9023a2ebce893ee300a,10000149,5.31,5.41,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2515f358925a03b7da21b3ef4800c,10000050,1.76,5.22,1,10000238,0.55,5.22,1,10000193,0.52,5.22,1
ant251d6ee0423193e7d9ef29197bc06,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant251df9db3127c36ab9980495a3704,10000083,4.01,5.22,1,10000038,2.14,5.22,1,10000217,1.22,5.22,1
ant2523546dbcfec3d46b46f4a03ab06,10000084,7.8,5.95,1,10000149,5.31,5.41,1,10000129,2.9,5.22,1
ant2528c108d9018363990c9671e0906,10000084,7.8,5.95,1,10000149,5.31,5.41,1,10000050,3.11,5.22,1
ant253c264af67c13add83488d96160a,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant254854977eb3c3f07a7eb335a1008,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2555446fba3af37b583b1621caa02,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant25587074e417a35d0b54d340ec306,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant255b0bf746947396abdf57ae04402,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2562c626ce051345581156a7fe602,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant25657f7b2c3c03cc283c476b57c0a,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant256729005350e3c7b917ec3f7e702,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant256ea436c4ef135cfa4d14522cf05,10000251,1.24,5.22,1,10000238,1.16,5.22,1,10000256,1.06,5.22,1
ant2572530527500318dbc866fdb5704,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant25727964444543aeb9cf38a6b4e0b,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant257fb90f0218a38798de23c69760b,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant258484d72b13730e5b8573d1d5306,10000251,1.24,5.22,1,10000238,1.16,5.22,1,10000256,1.06,5.22,1
ant258cfbd6cf2713d1db34b116b3005,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant259043c059fd83119a7cba060df09,10000149,5.31,5.41,1,10000083,3.68,5.22,1,10000038,3.21,5.22,1
ant2596b11ab906e3862b8c5b8315a06,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2597b173fd35b3accb31a66446102,10000149,4.32,5.41,1,10000084,3.87,5.95,1,10000083,3.39,5.22,1
ant259d1d9f9ed2138c5b48c71abac05,10000149,5.0,5.41,1,10000084,1.54,5.95,1,10000129,1.4,5.22,1
ant259d7a3b695b633d7a452fdd4f109,10000251,1.24,5.22,1,10000238,1.16,5.22,1,10000256,1.06,5.22,1
ant25a39411cee2a3de2b610df83a404,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant25a5c9867f0d434658fc442f07f0c,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant25a642aaeacd2327d95408fa50100,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant25a8566e020a93e1a9c8b38aee700,10000050,2.23,5.22,1,10000217,0.76,5.22,1,10000182,0.75,5.22,1
ant25a992ee8dc3f330f91149f708108,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant25b0973d5d4f639fe95d4217f9c0c,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant25bb6974e7f7636a5abc4dd83350c,10000050,1.92,5.22,1,10000193,0.71,5.22,1,10000238,0.63,5.22,1
ant25bd3fa2e5f89399a8840f7a98a02,10000251,1.24,5.22,1,10000238,1.16,5.22,1,10000256,1.06,5.22,1
ant25d47e90cdc9d315d844c56fd410b,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant25ee76b59cb013554bba4c1171707,10000149,5.78,5.41,1,10000038,3.35,5.22,1,10000083,3.33,5.22,1
ant25efa8b0733c23d8aa22600272f09,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant25f469d6341cd324bb88ebfc1cd05,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant25fb80ff94111365d95f855972e09,10000149,3.57,5.41,1,10000084,3.24,5.95,1,10000129,2.53,5.22,1
ant25feb8e11c18e36fbab65a834e605,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant26018df10b72b3f268d0910403d06,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant260adebf6ba0037bf8016565a200a,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2620126e432e43d58b19a73621301,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant262655c1df95e3a5cb77754b40203,10000149,4.43,5.41,1,10000084,2.5,5.95,1,10000083,2.22,5.22,1
ant263ce752efe09353fb727a496080a,10000251,1.24,5.22,1,10000238,1.16,5.22,1,10000256,1.06,5.22,1
ant263db15eac1033d1ba30b017dda0c,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant265ad3b55f58537348dfa9ff3b304,10000149,5.55,5.41,1,10000083,3.63,5.22,1,10000129,3.44,5.22,1
ant266b96ca82c953d1bb863710c9e06,10000149,5.31,5.41,1,10000129,2.9,5.22,1,10000251,1.24,5.22,1
ant266ec1e8c3c0337a9b42860a88603,10000129,3.22,5.22,1,10000084,3.06,5.95,1,10000099,2.9,5.22,1
ant2671f21ee91c93f5c9f6fc076aa06,10000038,3.21,5.22,1,10000129,2.9,5.22,1,10000251,1.24,5.22,1
ant267384161ed463bbc87afa765a902,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2676becfd9f6d300a8f5485f9280a,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant267d157bc42ba36b9baba294d2303,10000251,1.24,5.22,1,10000238,1.16,5.22,1,10000256,1.06,5.22,1
ant2682a47059dec3f6cbe8ad7e98e07,10000050,3.11,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2682e62f57a203bfa9a765468b008,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2685c0a9bad71317f262417e6b505,1382490022,15.53,5.83,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant26870b16690a537e9a3893d5e2302,10000038,5.26,5.22,1,10000099,4.35,5.22,1,10000050,4.28,5.22,1
ant268af647eea0138279b6b71643605,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant269892b6625e936dd81b4fa526809,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant26993bab195753b1bb677f856a707,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant269a69c2b1d613a3b9de60b7e2d00,10000149,5.34,5.41,1,10000099,4.16,5.22,1,10000083,3.77,5.22,1
ant269e4f8cf2e373e9783f1df90d90c,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant269efdf00ee503c02ba327274db07,10000038,3.21,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant26ab996aca0803294b55f3f62cc02,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant26afcaca2c09a3770a3f9d5c67005,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant26b531272168537f1ac2842a42b0c,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant26b869957f8b436eabf003281b106,10000050,3.11,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant26c1d824992fe38ef911d6c120d0b,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant26c66ff46b77d311d9b5dd14b270a,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant26c731656224c3a9a965cb9f75b04,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant26d03a137b3d83edf80d3fd65fe07,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant26d88fd4313843cdc9d254b8b2d02,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant26f32a0e2246334a99cfa7c1bf006,10000050,3.39,5.22,1,10000251,1.31,5.22,1,10000303,0.88,5.22,1
ant2704599e2a6df31199c27a7e22305,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2707119c8926e38a987ac2b32b300,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant270893d66a22331f0ab421cc16402,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant271cd2932e8723925af579a00420c,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant271d0dd3e74ad3435ab652d18b30c,10000251,1.4,5.22,1,10000303,1.27,5.22,1,10000256,1.25,5.22,1
ant271dfc21226ba38149a2f60d51c01,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2720804baefc239a3b0b4b6a86404,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2722135ab33883d639f42d33d380a,10000038,3.21,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2724324bdcfe83d199fd06381e100,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27369590d4da3357a8712366e2a0a,10000251,1.26,5.22,1,10000097,1.0,5.22,1,10000193,0.5,5.22,1
ant27391182b851e38259bd3a93e7405,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27463a638ce8f3413994ecef29e08,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2751b52bb78313355b1007f96c905,10000149,5.31,5.41,1,10000038,3.21,5.22,1,10000251,1.24,5.22,1
ant2765093bed945348c83b94326ac02,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27683e180caf23b3e8605a2bf2e00,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2775847a123073f24888636714f03,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2782f8168283e3fdc9a673dd97b06,10000050,3.11,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2790685b581103343bd80245ef208,10000038,3.21,5.22,1,10000129,2.9,5.22,1,10000251,1.24,5.22,1
ant2790d60207cb8395fa53b60296802,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27a6a1158c6093e1c9579b2a3fd01,10000149,5.31,5.41,1,10000129,2.9,5.22,1,10000251,1.24,5.22,1
ant27a76702e5f1d352aaea565567a0b,10000251,1.24,5.22,1,10000238,1.16,5.22,1,10000256,1.06,5.22,1
ant27b292c53a1cf3de29f19789e4e06,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27b323231e290376fa019d60bb202,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27b36ec83429d391faad29b1b6a02,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant27b41a31ac87838a5a61e6b56cc09,10000084,7.8,5.95,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant27c3bcc13eb1a321b88596937f505,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27c41455201753b5cbe9ef164a00c,10000149,5.43,5.41,1,10000050,2.81,5.22,1,10000084,1.91,5.95,1
ant27c87c29e666438f48201530cf407,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27d43b23837fb327f88c0e5494802,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27d70c44e2c103cb38164b7d6a506,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant27e2e9d33775a321db3341442050a,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant27e7065431e0138f69ad42b02920a,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27eaf54375596385caa4553d77303,10000149,4.42,5.41,1,10000050,3.07,5.22,1,10000084,2.2,5.95,1
ant27eb11915925e3faa8e44c76b190a,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27ebd969e405e3101a5a1e967ab09,10000099,3.36,5.22,1,10000038,3.21,5.22,1,10000251,1.24,5.22,1
ant27f2bf520afa830788f69f7364003,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant27f52e31af731336f91c4f91b4b09,10000149,7.59,5.41,1,10000099,5.07,5.22,1,10000084,4.09,5.95,1
ant27f65ed59e65f3f34bc848ce61b09,10000050,3.11,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2805c99995c4e3a11b5abebd1780b,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2806b2766c4d038b788440eb20c09,10000149,4.79,5.41,1,10000099,3.65,5.22,1,10000083,3.56,5.22,1
ant28175aff064e83f8ba9d454075700,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant28371fa02fb743f0ab699de3a2f08,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant283b11ef4f2f03432a2db33ba4b02,10000149,5.31,5.41,1,10000129,2.9,5.22,1,10000251,1.24,5.22,1
ant283de1f2f358b3720927d65e71109,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant285fdf7b7f69c3575a709ce7e5506,10000251,0.6,5.22,1,10000256,0.57,5.22,1,10000303,0.55,5.22,1
ant28689ee8fcac23046b6b714dea705,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant286b278fc38c93c1a8035a2f7a901,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant287622a10c7763f81acc160fe270c,10000149,5.4,5.41,1,10000099,4.21,5.22,1,10000083,3.98,5.22,1
ant287bf7b6be01d31a7b4e42a1ebc07,10000251,0.7,5.22,1,10000303,0.64,5.22,1,10000256,0.63,5.22,1
ant2886424b4bccc361faa331fd5ab00,10000038,3.21,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant288a7b6c4fe97228cbe488107a509,10000019,19.11,13.1,1,10000006,11.78,6.23,1,10000251,1.24,5.22,1
ant2894edbf8a05138d58dd8cb701700,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2898975c01bfa3f51913d3288e704,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant289e697a353853205bb26eb533f0a,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant28a5396e5af2d361caf6bd3c4d20b,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant28ac83a1f653a38b6a100d3c21104,10000149,5.89,5.41,1,10000084,3.76,5.95,1,10000083,2.82,5.22,1
ant28ad65c39c94537a38bba07e70d0b,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant28bd5a1a703b53d789b67d10d320a,10000050,3.11,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant28beb88447e1131b0aa29693f6608,10000251,1.46,5.22,1,10000303,1.24,5.22,1,10000256,0.78,5.22,1
ant28cc4b1485cee3234b0dedc99f109,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant28cdc78ce9c4435a2b962de6a3909,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant28ce3697d86b33f48b81fed5df903,10000251,1.24,5.22,1,10000238,1.16,5.22,1,10000256,1.06,5.22,1
ant28ced216c51cf309397d85c75b803,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant28d25a1d74af635bca5bd5dea500c,10000050,2.98,5.22,1,10000251,0.81,5.22,1,10000303,0.78,5.22,1
ant28dc2c151f4d43d94b07995c3a603,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant28e03297a96e23c4d801e4eb9b30c,10000193,0.97,5.22,1,10000182,0.77,5.22,1,10000288,0.76,5.22,1
ant28e5853185ca2336d89eb6176d408,10000050,2.28,5.22,1,10000251,1.4,5.22,1,10000303,1.24,5.22,1
ant28f77cc4a93d33581ae40ba861c0c,10000038,2.22,5.22,1,10000251,0.48,5.22,1,10000097,0.72,5.22,1
ant28f9975950c6c3ed7a4728f3dac08,10000038,5.36,5.22,1,10000149,4.91,5.41,1,10000083,3.75,5.22,1
ant28fdd5de2839d344f8fa17cad040a,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2907aafe395b73a8783ec13fb3909,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2908cf20474bb33d38dcd0ac3cd06,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2911dc789cb5a33bc830909be2c0a,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2916919b05c843607b7e52ad28704,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant291ec50d0a0f33ee4b5d749288d07,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2925d63e3979d3d6b9cdd9391d704,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant292a5bac72c9e341383698434ac0c,10000149,5.31,5.41,1,10000083,3.68,5.22,1,10000251,1.24,5.22,1
ant293cc609ea8dd3eca92bf9ac39909,10000083,5.98,5.22,1,10000129,5.69,5.22,1,10000149,5.5,5.41,1
ant294087bb22ad63caea139d7c8c004,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant294185c55421e32fe8ff6032a2409,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29424387b3ce7376a9ae90fd8a100,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2942ebe6eb67237a5bdcbb8764203,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2943d027b180d32b4b63f89719e09,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant294a15858ffa93a4183b4f1d0f206,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2953d2692eb2b328cbc725751ab02,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2957a8dd04311391d9479f275ba07,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant295a579d40e7036dea55f096b010a,10000050,4.05,5.22,1,10000251,2.01,5.22,1,10000303,1.27,5.22,1
ant296de7afb8b17353989a1ac9b9001,10000149,4.47,5.41,1,10000038,4.42,5.22,1,10000050,3.74,5.22,1
ant296fa935feca335309fec06a93001,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29711a97444c53f1091c7a9963300,10000050,3.11,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant2977d45a5a27136ecaeb9b8a38f00,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2981e515db923cc97290602ed1000,10000096,655.32,162.26,1,10000069,523.66,170.03,1,10000079,455.01,31.15,1
ant298caeb6eb8a43ac0b719d5c69002,10000038,2.48,5.22,1,10000149,1.9,5.41,1,10000129,1.82,5.22,1
ant2997232ae36643110899dd0d8f109,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant29a338476ce8e33dab99b3cd29503,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant29a39da0f94fd3ac88bffe3b91006,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29a55327c5ec437bab9b0cb9b2209,10000038,3.21,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant29a67730994603a5ab95c519f3d0a,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant29a87aaf5f1433acd8bd7b979f008,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29a8be9b330923fc5aa319f1f300a,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29b3a1fd951f73fb4bdf002cd4e03,10000149,3.92,5.41,1,10000099,2.6,5.22,1,10000050,2.21,5.22,1
ant29b6efb645bcd3751b1e3ccb07105,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29b75fbea72a1377dbc81b14b7d02,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29b8326236bb235ddaa1b86927309,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29d47e8871efb3fce80d822ae5f04,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29d81ab0366133f14918359afbb08,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29d9bc3cdb87839c583dd5cb77d0a,10000217,0.54,5.22,1,10000238,0.53,5.22,1,10000182,0.41,5.22,1
ant29dd2050896bd3cdbbdf1dd04f209,10000303,1.55,5.22,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
ant29e0063c9e8773433a8e39366e30c,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29e6bffc3fef330009c1af16bf105,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29e82a938744635cca7a26b527c06,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29f1b7fad0bb9302e9eb8a3989d04,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29fe287d54ae73c7bb3b688e9e408,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant29fef0c94b5e63c7684277c4a4d01,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2a03c57d250fd39a98f642ed5e901,10000251,1.24,5.22,1,10000256,1.06,5.22,1,10000193,1.01,5.22,1
ant2a0fa1b3af7d03e45986dbc369b04,10000149,5.31,5.41,1,10000251,1.24,5.22,1,10000256,1.06,5.22,1
